SOG_ID,LAU_ID,LAU_NAME,AREA_KM2,POP_2023,stations_count,stations_unique,stations_density_km2,stations_with_operator_share,operator_count,stations_per_10k_pop,stations_within_1km_count,stations_within_5km_count,stations_in_muni_plus_1km_count,stations_in_muni_plus_5km_count,min_distance_km_to_station,mean_distance_km_to_station,accessible_count,accessible_share,category_connectivity
ES_03043,03043,Biar,36.74159451,3606.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03044,03044,Bigastro,1795.64009412,7360.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03045,03045,Bolulla,31.93544409,434.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03046,03046,Busot,103.82951061,3512.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03047,03047,Calp,1102.16909064,25909.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03048,03048,Callosa d'en Sarrià,225.77709696,7818.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03050,03050,"Campello, el",545.28126604,30158.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03052,03052,Cañada,62.69019477,1210.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03053,03053,Castalla,98.93250133,11335.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03054,03054,Castell de Castells,9.60046187,441.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03055,03055,Catral,467.15051719,9342.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03056,03056,Cocentaina,213.53285396,11311.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03057,03057,Confrides,7.59532725,304.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03058,03058,Cox,446.96910175,7489.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03059,03059,Crevillent,287.82827403,30092.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03060,03060,Quatretondeta,8.14860175,136.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03061,03061,Daya Nueva,252.73676899,1792.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03063,03063,Dénia,694.5066237,45893.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03065,03065,Elx,729.62472456,238285.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03066,03066,Elda,1163.4101495,53038.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03067,03067,Fageca,9.83159853,100.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03068,03068,Famorca,5.14678868,50.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03069,03069,Finestrat,209.83938257,8864.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03070,03070,Formentera del Segura,1067.69089626,4624.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03071,03071,Gata de Gorgos,324.14441064,6581.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03072,03072,Gaianes,59.32164239,567.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03074,03074,Granja de Rocamora,373.96985169,2674.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03075,03075,"Castell de Guadalest, el",16.73370797,268.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03076,03076,Guardamar del Segura,505.50395863,17284.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03077,03077,"Fondó de les Neus, el",39.50129935,2720.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03078,03078,Hondón de los Frailes,104.17459251,1307.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03079,03079,Ibi,382.98293242,23940.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03080,03080,Jacarilla,171.99519416,2101.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
ES_03081,03081,Xaló,87.47848108,3024.0,0,0,0.0,0.0,0,0.0,0,0,0,0,,,0,0.0,periferico
