cod_prov,NombreProvincia,year,PoblacionProvincial
15,A Coruña,1990,1100923.0
15,A Coruña,1991,1097943.0
15,A Coruña,1992,1098032.0
15,A Coruña,1993,1098871.0
15,A Coruña,1994,1099499.0
15,A Coruña,1995,1099299.0
15,A Coruña,1996,1098598.0
15,A Coruña,1997,1097600.0
15,A Coruña,1998,1097304.0
15,A Coruña,1999,1097014.0
15,A Coruña,2000,1096111.0
15,A Coruña,2001,1095881.0
15,A Coruña,2002,1096076.0
15,A Coruña,2003,1100951.0
15,A Coruña,2004,1104703.0
15,A Coruña,2005,1109964.0
15,A Coruña,2006,1115415.0
15,A Coruña,2007,1121341.0
15,A Coruña,2008,1128598.0
15,A Coruña,2009,1135281.0
15,A Coruña,2010,1138110.0
15,A Coruña,2011,1140071.0
15,A Coruña,2012,1141178.0
15,A Coruña,2013,1137890.0
15,A Coruña,2014,1132596.0
15,A Coruña,2015,1127596.0
15,A Coruña,2016,1123015.0
15,A Coruña,2017,1120302.0
15,A Coruña,2018,1120074.0
15,A Coruña,2019,1120432.0
15,A Coruña,2020,1121994.0
15,A Coruña,2021,1120501.0
15,A Coruña,2022,1119166.0
15,A Coruña,2023,1123884.0
15,A Coruña,2024,1128449.0
43,Tarragona,1990,342765.0
43,Tarragona,1991,342820.0
43,Tarragona,1992,344655.0
43,Tarragona,1993,347060.0
43,Tarragona,1994,349083.0
43,Tarragona,1995,351295.0
43,Tarragona,1996,353525.0
43,Tarragona,1997,355497.0
43,Tarragona,1998,357538.0
43,Tarragona,1999,359296.0
43,Tarragona,2000,361210.0
43,Tarragona,2001,363038.0
43,Tarragona,2002,365532.0
43,Tarragona,2003,370387.0
43,Tarragona,2004,374711.0
43,Tarragona,2005,379279.0
43,Tarragona,2006,383457.0
43,Tarragona,2007,389126.0
43,Tarragona,2008,394526.0
43,Tarragona,2009,397885.0
43,Tarragona,2010,399445.0
43,Tarragona,2011,400846.0
43,Tarragona,2012,401579.0
43,Tarragona,2013,399093.0
43,Tarragona,2014,396017.0
43,Tarragona,2015,394012.0
43,Tarragona,2016,391865.0
43,Tarragona,2017,390225.0
43,Tarragona,2018,388948.0
43,Tarragona,2019,387818.0
43,Tarragona,2020,387838.0
43,Tarragona,2021,386726.0
43,Tarragona,2022,385967.0
43,Tarragona,2023,387529.0
43,Tarragona,2024,389070.0
30,Murcia,1990,1278384.0
30,Murcia,1991,1290865.0
30,Murcia,1992,1306647.0
30,Murcia,1993,1323214.0
30,Murcia,1994,1338876.0
30,Murcia,1995,1354317.0
30,Murcia,1996,1369564.0
30,Murcia,1997,1384693.0
30,Murcia,1998,1399556.0
30,Murcia,1999,1414892.0
30,Murcia,2000,1430451.0
30,Murcia,2001,1447225.0
30,Murcia,2002,1478298.0
30,Murcia,2003,1542321.0
30,Murcia,2004,1602172.0
30,Murcia,2005,1661655.0
30,Murcia,2006,1713931.0
30,Murcia,2007,1766322.0
30,Murcia,2008,1817518.0
30,Murcia,2009,1836136.0
30,Murcia,2010,1840085.0
30,Murcia,2011,1844433.0
30,Murcia,2012,1853206.0
30,Murcia,2013,1852733.0
30,Murcia,2014,1848236.0
30,Murcia,2015,1838578.0
30,Murcia,2016,1837873.0
30,Murcia,2017,1836715.0
30,Murcia,2018,1839319.0
30,Murcia,2019,1855384.0
30,Murcia,2020,1877627.0
30,Murcia,2021,1887036.0
30,Murcia,2022,1907497.0
30,Murcia,2023,1955268.0
30,Murcia,2024,1993289.0
16,Cuenca,1990,450797.0
16,Cuenca,1991,454951.0
16,Cuenca,1992,462052.0
16,Cuenca,1993,470038.0
16,Cuenca,1994,477638.0
16,Cuenca,1995,485082.0
16,Cuenca,1996,492536.0
16,Cuenca,1997,499714.0
16,Cuenca,1998,507104.0
16,Cuenca,1999,514492.0
16,Cuenca,2000,522095.0
16,Cuenca,2001,529788.0
16,Cuenca,2002,545527.0
16,Cuenca,2003,560652.0
16,Cuenca,2004,577424.0
16,Cuenca,2005,603218.0
16,Cuenca,2006,627719.0
16,Cuenca,2007,642792.0
16,Cuenca,2008,659441.0
16,Cuenca,2009,673038.0
16,Cuenca,2010,680476.0
16,Cuenca,2011,686446.0
16,Cuenca,2012,689320.0
16,Cuenca,2013,692434.0
16,Cuenca,2014,690750.0
16,Cuenca,2015,694051.0
16,Cuenca,2016,700055.0
16,Cuenca,2017,704871.0
16,Cuenca,2018,707319.0
16,Cuenca,2019,714123.0
16,Cuenca,2020,724003.0
16,Cuenca,2021,730430.0
16,Cuenca,2022,739543.0
16,Cuenca,2023,753364.0
16,Cuenca,2024,760964.0
35,Las Palmas,1990,1102849.0
35,Las Palmas,1991,1095557.0
35,Las Palmas,1992,1092874.0
35,Las Palmas,1993,1091116.0
35,Las Palmas,1994,1088497.0
35,Las Palmas,1995,1086001.0
35,Las Palmas,1996,1082714.0
35,Las Palmas,1997,1079198.0
35,Las Palmas,1998,1076012.0
35,Las Palmas,1999,1072219.0
35,Las Palmas,2000,1068287.0
35,Las Palmas,2001,1064851.0
35,Las Palmas,2002,1062786.0
35,Las Palmas,2003,1062326.0
35,Las Palmas,2004,1062412.0
35,Las Palmas,2005,1062753.0
35,Las Palmas,2006,1063488.0
35,Las Palmas,2007,1065287.0
35,Las Palmas,2008,1071079.0
35,Las Palmas,2009,1076276.0
35,Las Palmas,2010,1077102.0
35,Las Palmas,2011,1075869.0
35,Las Palmas,2012,1074308.0
35,Las Palmas,2013,1067425.0
35,Las Palmas,2014,1058560.0
35,Las Palmas,2015,1049328.0
35,Las Palmas,2016,1040407.0
35,Las Palmas,2017,1033550.0
35,Las Palmas,2018,1027091.0
35,Las Palmas,2019,1021469.0
35,Las Palmas,2020,1018053.0
35,Las Palmas,2021,1012117.0
35,Las Palmas,2022,1004960.0
35,Las Palmas,2023,1006060.0
35,Las Palmas,2024,1009599.0
33,Asturias,1990,651354.0
33,Asturias,1991,650773.0
33,Asturias,1992,651683.0
33,Asturias,1993,653084.0
33,Asturias,1994,653910.0
33,Asturias,1995,654699.0
33,Asturias,1996,655090.0
33,Asturias,1997,655173.0
33,Asturias,1998,655270.0
33,Asturias,1999,655000.0
33,Asturias,2000,654684.0
33,Asturias,2001,654563.0
33,Asturias,2002,655020.0
33,Asturias,2003,656226.0
33,Asturias,2004,659637.0
33,Asturias,2005,664411.0
33,Asturias,2006,668518.0
33,Asturias,2007,674170.0
33,Asturias,2008,680677.0
33,Asturias,2009,684390.0
33,Asturias,2010,687744.0
33,Asturias,2011,689902.0
33,Asturias,2012,691832.0
33,Asturias,2013,690889.0
33,Asturias,2014,688697.0
33,Asturias,2015,686250.0
33,Asturias,2016,682970.0
33,Asturias,2017,679042.0
33,Asturias,2018,675742.0
33,Asturias,2019,673384.0
33,Asturias,2020,672045.0
33,Asturias,2021,671092.0
33,Asturias,2022,667851.0
33,Asturias,2023,666049.0
33,Asturias,2024,666029.0
36,Pontevedra,1990,4665449.0
36,Pontevedra,1991,4657121.0
36,Pontevedra,1992,4666998.0
36,Pontevedra,1993,4682089.0
36,Pontevedra,1994,4695395.0
36,Pontevedra,1995,4708424.0
36,Pontevedra,1996,4720115.0
36,Pontevedra,1997,4732286.0
36,Pontevedra,1998,4745349.0
36,Pontevedra,1999,4757760.0
36,Pontevedra,2000,4771151.0
36,Pontevedra,2001,4789261.0
36,Pontevedra,2002,4835593.0
36,Pontevedra,2003,4956066.0
36,Pontevedra,2004,5052814.0
36,Pontevedra,2005,5143474.0
36,Pontevedra,2006,5221841.0
36,Pontevedra,2007,5297172.0
36,Pontevedra,2008,5387705.0
36,Pontevedra,2009,5465835.0
36,Pontevedra,2010,5488633.0
36,Pontevedra,2011,5505667.0
36,Pontevedra,2012,5518280.0
36,Pontevedra,2013,5500080.0
36,Pontevedra,2014,5459762.0
36,Pontevedra,2015,5453143.0
36,Pontevedra,2016,5472926.0
36,Pontevedra,2017,5507412.0
36,Pontevedra,2018,5556273.0
36,Pontevedra,2019,5622704.0
36,Pontevedra,2020,5690371.0
36,Pontevedra,2021,5702262.0
36,Pontevedra,2022,5699634.0
36,Pontevedra,2023,5797356.0
36,Pontevedra,2024,5877672.0
37,Salamanca,1990,1163966.0
37,Salamanca,1991,1156661.0
37,Salamanca,1992,1153329.0
37,Salamanca,1993,1150915.0
37,Salamanca,1994,1147961.0
37,Salamanca,1995,1144857.0
37,Salamanca,1996,1141092.0
37,Salamanca,1997,1137442.0
37,Salamanca,1998,1134219.0
37,Salamanca,1999,1130621.0
37,Salamanca,2000,1127444.0
37,Salamanca,2001,1124445.0
37,Salamanca,2002,1122658.0
37,Salamanca,2003,1125120.0
37,Salamanca,2004,1128052.0
37,Salamanca,2005,1132164.0
37,Salamanca,2006,1136775.0
37,Salamanca,2007,1142684.0
37,Salamanca,2008,1149080.0
37,Salamanca,2009,1154627.0
37,Salamanca,2010,1155814.0
37,Salamanca,2011,1156033.0
37,Salamanca,2012,1155710.0
37,Salamanca,2013,1150032.0
37,Salamanca,2014,1143121.0
37,Salamanca,2015,1141400.0
37,Salamanca,2016,1140191.0
37,Salamanca,2017,1141564.0
37,Salamanca,2018,1143742.0
37,Salamanca,2019,1147589.0
37,Salamanca,2020,1154696.0
37,Salamanca,2021,1153635.0
37,Salamanca,2022,1148678.0
37,Salamanca,2023,1153282.0
37,Salamanca,2024,1159368.0
24,León,1990,355311.0
24,León,1991,353243.0
24,León,1992,352680.0
24,León,1993,352605.0
24,León,1994,352377.0
24,León,1995,352065.0
24,León,1996,351479.0
24,León,1997,350988.0
24,León,1998,350549.0
24,León,1999,349933.0
24,León,2000,349386.0
24,León,2001,349104.0
24,León,2002,349279.0
24,León,2003,352082.0
24,León,2004,354226.0
24,León,2005,357693.0
24,León,2006,360700.0
24,León,2007,365307.0
24,León,2008,372563.0
24,León,2009,374813.0
24,León,2010,374009.0
24,León,2011,373245.0
24,León,2012,372192.0
24,León,2013,368784.0
24,León,2014,365542.0
24,León,2015,363328.0
24,León,2016,360572.0
24,León,2017,358416.0
24,León,2018,357165.0
24,León,2019,356607.0
24,León,2020,357121.0
24,León,2021,356042.0
24,León,2022,354846.0
24,León,2023,357370.0
24,León,2024,359740.0
19,Guadalajara,1990,527688.0
19,Guadalajara,1991,527567.0
19,Guadalajara,1992,528528.0
19,Guadalajara,1993,529686.0
19,Guadalajara,1994,530550.0
19,Guadalajara,1995,531185.0
19,Guadalajara,1996,531601.0
19,Guadalajara,1997,531994.0
19,Guadalajara,1998,532564.0
19,Guadalajara,1999,532996.0
19,Guadalajara,2000,533417.0
19,Guadalajara,2001,534231.0
19,Guadalajara,2002,536286.0
19,Guadalajara,2003,541651.0
19,Guadalajara,2004,548014.0
19,Guadalajara,2005,554688.0
19,Guadalajara,2006,561042.0
19,Guadalajara,2007,568196.0
19,Guadalajara,2008,577267.0
19,Guadalajara,2009,584657.0
19,Guadalajara,2010,588512.0
19,Guadalajara,2011,590867.0
19,Guadalajara,2012,592383.0
19,Guadalajara,2013,589789.0
19,Guadalajara,2014,587491.0
19,Guadalajara,2015,585184.0
19,Guadalajara,2016,582494.0
19,Guadalajara,2017,581421.0
19,Guadalajara,2018,581533.0
19,Guadalajara,2019,581989.0
19,Guadalajara,2020,583011.0
19,Guadalajara,2021,584708.0
19,Guadalajara,2022,585451.0
19,Guadalajara,2023,588387.0
19,Guadalajara,2024,590851.0
45,Toledo,1990,446158.0
45,Toledo,1991,446767.0
45,Toledo,1992,449589.0
45,Toledo,1993,453154.0
45,Toledo,1994,456687.0
45,Toledo,1995,459972.0
45,Toledo,1996,463355.0
45,Toledo,1997,466654.0
45,Toledo,1998,470082.0
45,Toledo,1999,473504.0
45,Toledo,2000,477024.0
45,Toledo,2001,480957.0
45,Toledo,2002,487552.0
45,Toledo,2003,504095.0
45,Toledo,2004,518174.0
45,Toledo,2005,533626.0
45,Toledo,2006,548370.0
45,Toledo,2007,567547.0
45,Toledo,2008,588013.0
45,Toledo,2009,594743.0
45,Toledo,2010,595852.0
45,Toledo,2011,595565.0
45,Toledo,2012,593926.0
45,Toledo,2013,586696.0
45,Toledo,2014,580349.0
45,Toledo,2015,577738.0
45,Toledo,2016,575546.0
45,Toledo,2017,575433.0
45,Toledo,2018,576342.0
45,Toledo,2019,579592.0
45,Toledo,2020,584201.0
45,Toledo,2021,587632.0
45,Toledo,2022,591303.0
45,Toledo,2023,604086.0
45,Toledo,2024,615188.0
01,Álava,1990,67466.0
01,Álava,1991,67610.0
01,Álava,1992,67981.0
01,Álava,1993,68449.0
01,Álava,1994,68957.0
01,Álava,1995,69318.0
01,Álava,1996,69735.0
01,Álava,1997,69990.0
01,Álava,1998,70311.0
01,Álava,1999,70547.0
01,Álava,2000,70855.0
01,Álava,2001,71183.0
01,Álava,2002,70868.0
01,Álava,2003,71109.0
01,Álava,2004,71538.0
01,Álava,2005,71977.0
01,Álava,2006,72807.0
01,Álava,2007,74161.0
01,Álava,2008,75250.0
01,Álava,2009,76927.0
01,Álava,2010,79294.0
01,Álava,2011,81621.0
01,Álava,2012,83845.0
01,Álava,2013,84487.0
01,Álava,2014,84562.0
01,Álava,2015,84561.0
01,Álava,2016,84558.0
01,Álava,2017,85005.0
01,Álava,2018,85327.0
01,Álava,2019,85087.0
01,Álava,2020,84502.0
01,Álava,2021,84071.0
01,Álava,2022,83054.0
01,Álava,2023,83052.0
01,Álava,2024,83179.0
46,Valencia,1990,476600.0
46,Valencia,1991,475825.0
46,Valencia,1992,476375.0
46,Valencia,1993,477519.0
46,Valencia,1994,478296.0
46,Valencia,1995,478996.0
46,Valencia,1996,479413.0
46,Valencia,1997,479496.0
46,Valencia,1998,479722.0
46,Valencia,1999,479467.0
46,Valencia,2000,479077.0
46,Valencia,2001,478993.0
46,Valencia,2002,479143.0
46,Valencia,2003,483315.0
46,Valencia,2004,488060.0
46,Valencia,2005,494024.0
46,Valencia,2006,500922.0
46,Valencia,2007,509226.0
46,Valencia,2008,519760.0
46,Valencia,2009,523971.0
46,Valencia,2010,525454.0
46,Valencia,2011,526171.0
46,Valencia,2012,526292.0
46,Valencia,2013,522634.0
46,Valencia,2014,518032.0
46,Valencia,2015,514152.0
46,Valencia,2016,508629.0
46,Valencia,2017,504403.0
46,Valencia,2018,499168.0
46,Valencia,2019,495686.0
46,Valencia,2020,494817.0
46,Valencia,2021,492900.0
46,Valencia,2022,490952.0
46,Valencia,2023,491927.0
46,Valencia,2024,492948.0
34,Palencia,1990,206574.0
34,Palencia,1991,205482.0
34,Palencia,1992,205047.0
34,Palencia,1993,204878.0
34,Palencia,1994,204540.0
34,Palencia,1995,203960.0
34,Palencia,1996,203439.0
34,Palencia,1997,202868.0
34,Palencia,1998,202335.0
34,Palencia,1999,201715.0
34,Palencia,2000,201141.0
34,Palencia,2001,200699.0
34,Palencia,2002,199657.0
34,Palencia,2003,201190.0
34,Palencia,2004,203138.0
34,Palencia,2005,205791.0
34,Palencia,2006,208119.0
34,Palencia,2007,211117.0
34,Palencia,2008,214904.0
34,Palencia,2009,216438.0
34,Palencia,2010,216608.0
34,Palencia,2011,216370.0
34,Palencia,2012,214752.0
34,Palencia,2013,211356.0
34,Palencia,2014,208031.0
34,Palencia,2015,205664.0
34,Palencia,2016,202864.0
34,Palencia,2017,200531.0
34,Palencia,2018,198922.0
34,Palencia,2019,197617.0
34,Palencia,2020,197537.0
34,Palencia,2021,196510.0
34,Palencia,2022,196640.0
34,Palencia,2023,198436.0
34,Palencia,2024,199025.0
50,Zaragoza,1990,413904.0
50,Zaragoza,1991,411968.0
50,Zaragoza,1992,411429.0
50,Zaragoza,1993,411301.0
50,Zaragoza,1994,410866.0
50,Zaragoza,1995,410377.0
50,Zaragoza,1996,409610.0
50,Zaragoza,1997,408709.0
50,Zaragoza,1998,407710.0
50,Zaragoza,1999,406607.0
50,Zaragoza,2000,405346.0
50,Zaragoza,2001,404448.0
50,Zaragoza,2002,402770.0
50,Zaragoza,2003,404125.0
50,Zaragoza,2004,404737.0
50,Zaragoza,2005,405685.0
50,Zaragoza,2006,406419.0
50,Zaragoza,2007,407702.0
50,Zaragoza,2008,408978.0
50,Zaragoza,2009,410303.0
50,Zaragoza,2010,411866.0
50,Zaragoza,2011,412397.0
50,Zaragoza,2012,412504.0
50,Zaragoza,2013,410135.0
50,Zaragoza,2014,408011.0
50,Zaragoza,2015,405967.0
50,Zaragoza,2016,403183.0
50,Zaragoza,2017,400066.0
50,Zaragoza,2018,396979.0
50,Zaragoza,2019,394541.0
50,Zaragoza,2020,392925.0
50,Zaragoza,2021,390544.0
50,Zaragoza,2022,388957.0
50,Zaragoza,2023,388257.0
50,Zaragoza,2024,388652.0
31,Navarra,1990,1072552.0
31,Navarra,1991,1077946.0
31,Navarra,1992,1083179.0
31,Navarra,1993,1088511.0
31,Navarra,1994,1093138.0
31,Navarra,1995,1097121.0
31,Navarra,1996,1100126.0
31,Navarra,1997,1102546.0
31,Navarra,1998,1105356.0
31,Navarra,1999,1107745.0
31,Navarra,2000,1110116.0
31,Navarra,2001,1113137.0
31,Navarra,2002,1118779.0
31,Navarra,2003,1130551.0
31,Navarra,2004,1144134.0
31,Navarra,2005,1160688.0
31,Navarra,2006,1176672.0
31,Navarra,2007,1193630.0
31,Navarra,2008,1209073.0
31,Navarra,2009,1221028.0
31,Navarra,2010,1229837.0
31,Navarra,2011,1238919.0
31,Navarra,2012,1245360.0
31,Navarra,2013,1246384.0
31,Navarra,2014,1245504.0
31,Navarra,2015,1245567.0
31,Navarra,2016,1244475.0
31,Navarra,2017,1244090.0
31,Navarra,2018,1243737.0
31,Navarra,2019,1243186.0
31,Navarra,2020,1247160.0
31,Navarra,2021,1249873.0
31,Navarra,2022,1250545.0
31,Navarra,2023,1254866.0
31,Navarra,2024,1258730.0
23,Jaén,1990,751858.0
23,Jaén,1991,754226.0
23,Jaén,1992,756192.0
23,Jaén,1993,758559.0
23,Jaén,1994,760073.0
23,Jaén,1995,761142.0
23,Jaén,1996,761366.0
23,Jaén,1997,761586.0
23,Jaén,1998,761797.0
23,Jaén,1999,761497.0
23,Jaén,2000,761244.0
23,Jaén,2001,761339.0
23,Jaén,2002,762178.0
23,Jaén,2003,766012.0
23,Jaén,2004,770523.0
23,Jaén,2005,775834.0
23,Jaén,2006,780677.0
23,Jaén,2007,786383.0
23,Jaén,2008,792683.0
23,Jaén,2009,797327.0
23,Jaén,2010,799765.0
23,Jaén,2011,801787.0
23,Jaén,2012,802719.0
23,Jaén,2013,799934.0
23,Jaén,2014,796830.0
23,Jaén,2015,794359.0
23,Jaén,2016,790749.0
23,Jaén,2017,787735.0
23,Jaén,2018,784079.0
23,Jaén,2019,780982.0
23,Jaén,2020,780825.0
23,Jaén,2021,777622.0
23,Jaén,2022,775111.0
23,Jaén,2023,775002.0
23,Jaén,2024,774313.0
42,Soria,1990,680881.0
42,Soria,1991,677245.0
42,Soria,1992,676263.0
42,Soria,1993,676075.0
42,Soria,1994,675783.0
42,Soria,1995,675295.0
42,Soria,1996,674868.0
42,Soria,1997,674324.0
42,Soria,1998,674135.0
42,Soria,1999,673606.0
42,Soria,2000,673296.0
42,Soria,2001,673328.0
42,Soria,2002,673592.0
42,Soria,2003,676777.0
42,Soria,2004,680750.0
42,Soria,2005,684264.0
42,Soria,2006,688423.0
42,Soria,2007,693436.0
42,Soria,2008,699395.0
42,Soria,2009,704166.0
42,Soria,2010,705974.0
42,Soria,2011,707256.0
42,Soria,2012,708422.0
42,Soria,2013,709043.0
42,Soria,2014,708675.0
42,Soria,2015,709766.0
42,Soria,2016,711261.0
42,Soria,2017,713130.0
42,Soria,2018,715749.0
42,Soria,2019,719613.0
42,Soria,2020,724347.0
42,Soria,2021,725508.0
42,Soria,2022,723241.0
42,Soria,2023,726712.0
42,Soria,2024,729722.0
25,Lleida,1990,505207.0
25,Lleida,1991,509055.0
25,Lleida,1992,514118.0
25,Lleida,1993,519562.0
25,Lleida,1994,524841.0
25,Lleida,1995,530001.0
25,Lleida,1996,534799.0
25,Lleida,1997,539838.0
25,Lleida,1998,544948.0
25,Lleida,1999,550090.0
25,Lleida,2000,555090.0
25,Lleida,2001,560709.0
25,Lleida,2002,568690.0
25,Lleida,2003,593084.0
25,Lleida,2004,618292.0
25,Lleida,2005,645158.0
25,Lleida,2006,668910.0
25,Lleida,2007,694216.0
25,Lleida,2008,719745.0
25,Lleida,2009,735862.0
25,Lleida,2010,741848.0
25,Lleida,2011,747041.0
25,Lleida,2012,751596.0
25,Lleida,2013,750022.0
25,Lleida,2014,745189.0
25,Lleida,2015,743431.0
25,Lleida,2016,745797.0
25,Lleida,2017,750468.0
25,Lleida,2018,756522.0
25,Lleida,2019,765476.0
25,Lleida,2020,776698.0
25,Lleida,2021,784941.0
25,Lleida,2022,790435.0
25,Lleida,2023,808672.0
25,Lleida,2024,821108.0
10,Cáceres,1990,789020.0
10,Cáceres,1991,791211.0
10,Cáceres,1992,794234.0
10,Cáceres,1993,798388.0
10,Cáceres,1994,801903.0
10,Cáceres,1995,805020.0
10,Cáceres,1996,808192.0
10,Cáceres,1997,810747.0
10,Cáceres,1998,813211.0
10,Cáceres,1999,814980.0
10,Cáceres,2000,816663.0
10,Cáceres,2001,819049.0
10,Cáceres,2002,821896.0
10,Cáceres,2003,831318.0
10,Cáceres,2004,842810.0
10,Cáceres,2005,856428.0
10,Cáceres,2006,871598.0
10,Cáceres,2007,885032.0
10,Cáceres,2008,900260.0
10,Cáceres,2009,909104.0
10,Cáceres,2010,915318.0
10,Cáceres,2011,919882.0
10,Cáceres,2012,922463.0
10,Cáceres,2013,921509.0
10,Cáceres,2014,919381.0
10,Cáceres,2015,917546.0
10,Cáceres,2016,915706.0
10,Cáceres,2017,914780.0
10,Cáceres,2018,915140.0
10,Cáceres,2019,916879.0
10,Cáceres,2020,921966.0
10,Cáceres,2021,925046.0
10,Cáceres,2022,926021.0
10,Cáceres,2023,934072.0
10,Cáceres,2024,939741.0
17,Girona,1990,145707.0
17,Girona,1991,145632.0
17,Girona,1992,147693.0
17,Girona,1993,150334.0
17,Girona,1994,152866.0
17,Girona,1995,155407.0
17,Girona,1996,158084.0
17,Girona,1997,160754.0
17,Girona,1998,163532.0
17,Girona,1999,166250.0
17,Girona,2000,169171.0
17,Girona,2001,172325.0
17,Girona,2002,175767.0
17,Girona,2003,183883.0
17,Girona,2004,193135.0
17,Girona,2005,202528.0
17,Girona,2006,213164.0
17,Girona,2007,225046.0
17,Girona,2008,237363.0
17,Girona,2009,245399.0
17,Girona,2010,250526.0
17,Girona,2011,254660.0
17,Girona,2012,257732.0
17,Girona,2013,256825.0
17,Girona,2014,255075.0
17,Girona,2015,254458.0
17,Girona,2016,254191.0
17,Girona,2017,255242.0
17,Girona,2018,256247.0
17,Girona,2019,259266.0
17,Girona,2020,262985.0
17,Girona,2021,265969.0
17,Girona,2022,268412.0
17,Girona,2023,275082.0
17,Girona,2024,280225.0
20,Gipuzkoa,1990,441349.0
20,Gipuzkoa,1991,443256.0
20,Gipuzkoa,1992,445201.0
20,Gipuzkoa,1993,447380.0
20,Gipuzkoa,1994,449406.0
20,Gipuzkoa,1995,451167.0
20,Gipuzkoa,1996,452935.0
20,Gipuzkoa,1997,454387.0
20,Gipuzkoa,1998,455895.0
20,Gipuzkoa,1999,457242.0
20,Gipuzkoa,2000,458851.0
20,Gipuzkoa,2001,460686.0
20,Gipuzkoa,2002,463860.0
20,Gipuzkoa,2003,468680.0
20,Gipuzkoa,2004,473453.0
20,Gipuzkoa,2005,479905.0
20,Gipuzkoa,2006,488530.0
20,Gipuzkoa,2007,495171.0
20,Gipuzkoa,2008,505033.0
20,Gipuzkoa,2009,510271.0
20,Gipuzkoa,2010,514631.0
20,Gipuzkoa,2011,517888.0
20,Gipuzkoa,2012,519980.0
20,Gipuzkoa,2013,520327.0
20,Gipuzkoa,2014,520453.0
20,Gipuzkoa,2015,520840.0
20,Gipuzkoa,2016,520086.0
20,Gipuzkoa,2017,519144.0
20,Gipuzkoa,2018,520445.0
20,Gipuzkoa,2019,522138.0
20,Gipuzkoa,2020,525333.0
20,Gipuzkoa,2021,527254.0
20,Gipuzkoa,2022,531096.0
20,Gipuzkoa,2023,534084.0
20,Gipuzkoa,2024,535734.0
48,Bizkaia,1990,209082.0
48,Bizkaia,1991,208060.0
48,Bizkaia,1992,207926.0
48,Bizkaia,1993,208176.0
48,Bizkaia,1994,208097.0
48,Bizkaia,1995,208034.0
48,Bizkaia,1996,207809.0
48,Bizkaia,1997,207472.0
48,Bizkaia,1998,207220.0
48,Bizkaia,1999,206937.0
48,Bizkaia,2000,206587.0
48,Bizkaia,2001,206479.0
48,Bizkaia,2002,206700.0
48,Bizkaia,2003,209450.0
48,Bizkaia,2004,211734.0
48,Bizkaia,2005,214544.0
48,Bizkaia,2006,217243.0
48,Bizkaia,2007,220095.0
48,Bizkaia,2008,224405.0
48,Bizkaia,2009,226772.0
48,Bizkaia,2010,226785.0
48,Bizkaia,2011,226597.0
48,Bizkaia,2012,225833.0
48,Bizkaia,2013,224776.0
48,Bizkaia,2014,223702.0
48,Bizkaia,2015,222677.0
48,Bizkaia,2016,221495.0
48,Bizkaia,2017,220749.0
48,Bizkaia,2018,220653.0
48,Bizkaia,2019,220996.0
48,Bizkaia,2020,222767.0
48,Bizkaia,2021,223995.0
48,Bizkaia,2022,225199.0
48,Bizkaia,2023,226878.0
48,Bizkaia,2024,228519.0
38,Santa Cruz de Tenerife,1990,845128.0
38,Santa Cruz de Tenerife,1991,845128.0
38,Santa Cruz de Tenerife,1992,845128.0
38,Santa Cruz de Tenerife,1993,845128.0
38,Santa Cruz de Tenerife,1994,845128.0
38,Santa Cruz de Tenerife,1995,845128.0
38,Santa Cruz de Tenerife,1996,845128.0
38,Santa Cruz de Tenerife,1997,845128.0
38,Santa Cruz de Tenerife,1998,845128.0
38,Santa Cruz de Tenerife,1999,845128.0
38,Santa Cruz de Tenerife,2000,845128.0
38,Santa Cruz de Tenerife,2001,845128.0
38,Santa Cruz de Tenerife,2002,845128.0
38,Santa Cruz de Tenerife,2003,883409.0
38,Santa Cruz de Tenerife,2004,912965.0
38,Santa Cruz de Tenerife,2005,940121.0
38,Santa Cruz de Tenerife,2006,970294.0
