cod_prov,cod_muni,municipio,year,population
,,Macael. Hombres. Total habitantes. Personas. ,2021,2800.0
,,Macael. Hombres. Total habitantes. Personas. ,2020,2807.0
,,Macael. Mujeres. Total habitantes. Personas. ,2024,2665.0
,,Macael. Mujeres. Total habitantes. Personas. ,2023,2653.0
,,Macael. Mujeres. Total habitantes. Personas. ,2022,2635.0
,,Macael. Mujeres. Total habitantes. Personas. ,2021,2649.0
,,Macael. Mujeres. Total habitantes. Personas. ,2020,2673.0
,,Maçanet de Cabrenys. Total. Total habitantes. Personas. ,2024,772.0
,,Maçanet de Cabrenys. Total. Total habitantes. Personas. ,2023,750.0
,,Maçanet de Cabrenys. Total. Total habitantes. Personas. ,2022,724.0
,,Maçanet de Cabrenys. Total. Total habitantes. Personas. ,2021,729.0
,,Maçanet de Cabrenys. Total. Total habitantes. Personas. ,2020,698.0
,,Maçanet de Cabrenys. Hombres. Total habitantes. Personas. ,2024,391.0
,,Maçanet de Cabrenys. Hombres. Total habitantes. Personas. ,2023,375.0
,,Maçanet de Cabrenys. Hombres. Total habitantes. Personas. ,2022,362.0
,,Maçanet de Cabrenys. Hombres. Total habitantes. Personas. ,2021,367.0
,,Maçanet de Cabrenys. Hombres. Total habitantes. Personas. ,2020,352.0
,,Maçanet de Cabrenys. Mujeres. Total habitantes. Personas. ,2024,381.0
,,Maçanet de Cabrenys. Mujeres. Total habitantes. Personas. ,2023,375.0
,,Maçanet de Cabrenys. Mujeres. Total habitantes. Personas. ,2022,362.0
,,Maçanet de Cabrenys. Mujeres. Total habitantes. Personas. ,2021,362.0
,,Maçanet de Cabrenys. Mujeres. Total habitantes. Personas. ,2020,346.0
,,Maçanet de la Selva. Total. Total habitantes. Personas. ,2024,7962.0
,,Maçanet de la Selva. Total. Total habitantes. Personas. ,2023,7823.0
,,Maçanet de la Selva. Total. Total habitantes. Personas. ,2022,7572.0
,,Maçanet de la Selva. Total. Total habitantes. Personas. ,2021,7349.0
,,Maçanet de la Selva. Total. Total habitantes. Personas. ,2020,7066.0
,,Maçanet de la Selva. Hombres. Total habitantes. Personas. ,2024,4113.0
,,Maçanet de la Selva. Hombres. Total habitantes. Personas. ,2023,4035.0
,,Maçanet de la Selva. Hombres. Total habitantes. Personas. ,2022,3915.0
,,Maçanet de la Selva. Hombres. Total habitantes. Personas. ,2021,3796.0
,,Maçanet de la Selva. Hombres. Total habitantes. Personas. ,2020,3636.0
,,Maçanet de la Selva. Mujeres. Total habitantes. Personas. ,2024,3849.0
,,Maçanet de la Selva. Mujeres. Total habitantes. Personas. ,2023,3788.0
,,Maçanet de la Selva. Mujeres. Total habitantes. Personas. ,2022,3657.0
,,Maçanet de la Selva. Mujeres. Total habitantes. Personas. ,2021,3553.0
,,Maçanet de la Selva. Mujeres. Total habitantes. Personas. ,2020,3430.0
,,Macastre. Total. Total habitantes. Personas. ,2024,1475.0
,,Macastre. Total. Total habitantes. Personas. ,2023,1437.0
,,Macastre. Total. Total habitantes. Personas. ,2022,1387.0
,,Macastre. Total. Total habitantes. Personas. ,2021,1338.0
,,Macastre. Total. Total habitantes. Personas. ,2020,1300.0
,,Macastre. Hombres. Total habitantes. Personas. ,2024,776.0
,,Macastre. Hombres. Total habitantes. Personas. ,2023,752.0
,,Macastre. Hombres. Total habitantes. Personas. ,2022,732.0
,,Macastre. Hombres. Total habitantes. Personas. ,2021,713.0
,,Macastre. Hombres. Total habitantes. Personas. ,2020,687.0
,,Macastre. Mujeres. Total habitantes. Personas. ,2024,699.0
,,Macastre. Mujeres. Total habitantes. Personas. ,2023,685.0
,,Macastre. Mujeres. Total habitantes. Personas. ,2022,655.0
,,Macastre. Mujeres. Total habitantes. Personas. ,2021,625.0
,,Macastre. Mujeres. Total habitantes. Personas. ,2020,613.0
,,Maceda. Total. Total habitantes. Personas. ,2024,2837.0
,,Maceda. Total. Total habitantes. Personas. ,2023,2878.0
,,Maceda. Total. Total habitantes. Personas. ,2022,2853.0
,,Maceda. Total. Total habitantes. Personas. ,2021,2849.0
,,Maceda. Total. Total habitantes. Personas. ,2020,2839.0
,,Maceda. Hombres. Total habitantes. Personas. ,2024,1412.0
,,Maceda. Hombres. Total habitantes. Personas. ,2023,1429.0
,,Maceda. Hombres. Total habitantes. Personas. ,2022,1422.0
,,Maceda. Hombres. Total habitantes. Personas. ,2021,1416.0
,,Maceda. Hombres. Total habitantes. Personas. ,2020,1414.0
,,Maceda. Mujeres. Total habitantes. Personas. ,2024,1425.0
,,Maceda. Mujeres. Total habitantes. Personas. ,2023,1449.0
,,Maceda. Mujeres. Total habitantes. Personas. ,2022,1431.0
,,Maceda. Mujeres. Total habitantes. Personas. ,2021,1433.0
,,Maceda. Mujeres. Total habitantes. Personas. ,2020,1425.0
,,Machacón. Total. Total habitantes. Personas. ,2024,445.0
,,Machacón. Total. Total habitantes. Personas. ,2023,444.0
,,Machacón. Total. Total habitantes. Personas. ,2022,442.0
,,Machacón. Total. Total habitantes. Personas. ,2021,446.0
,,Machacón. Total. Total habitantes. Personas. ,2020,446.0
,,Machacón. Hombres. Total habitantes. Personas. ,2024,233.0
,,Machacón. Hombres. Total habitantes. Personas. ,2023,226.0
,,Machacón. Hombres. Total habitantes. Personas. ,2022,230.0
,,Machacón. Hombres. Total habitantes. Personas. ,2021,231.0
,,Machacón. Hombres. Total habitantes. Personas. ,2020,231.0
,,Machacón. Mujeres. Total habitantes. Personas. ,2024,212.0
,,Machacón. Mujeres. Total habitantes. Personas. ,2023,218.0
,,Machacón. Mujeres. Total habitantes. Personas. ,2022,212.0
,,Machacón. Mujeres. Total habitantes. Personas. ,2021,215.0
,,Machacón. Mujeres. Total habitantes. Personas. ,2020,215.0
,,Macharaviaya. Total. Total habitantes. Personas. ,2024,506.0
,,Macharaviaya. Total. Total habitantes. Personas. ,2023,523.0
,,Macharaviaya. Total. Total habitantes. Personas. ,2022,513.0
,,Macharaviaya. Total. Total habitantes. Personas. ,2021,524.0
,,Macharaviaya. Total. Total habitantes. Personas. ,2020,513.0
,,Macharaviaya. Hombres. Total habitantes. Personas. ,2024,287.0
,,Macharaviaya. Hombres. Total habitantes. Personas. ,2023,289.0
,,Macharaviaya. Hombres. Total habitantes. Personas. ,2022,280.0
,,Macharaviaya. Hombres. Total habitantes. Personas. ,2021,286.0
,,Macharaviaya. Hombres. Total habitantes. Personas. ,2020,279.0
,,Macharaviaya. Mujeres. Total habitantes. Personas. ,2024,219.0
,,Macharaviaya. Mujeres. Total habitantes. Personas. ,2023,234.0
,,Macharaviaya. Mujeres. Total habitantes. Personas. ,2022,233.0
,,Macharaviaya. Mujeres. Total habitantes. Personas. ,2021,238.0
,,Macharaviaya. Mujeres. Total habitantes. Personas. ,2020,234.0
,,Macotera. Total. Total habitantes. Personas. ,2024,1001.0
,,Macotera. Total. Total habitantes. Personas. ,2023,1003.0
,,Macotera. Total. Total habitantes. Personas. ,2022,999.0
,,Macotera. Total. Total habitantes. Personas. ,2021,1001.0
,,Macotera. Total. Total habitantes. Personas. ,2020,1019.0
,,Macotera. Hombres. Total habitantes. Personas. ,2024,518.0
,,Macotera. Hombres. Total habitantes. Personas. ,2023,522.0
,,Macotera. Hombres. Total habitantes. Personas. ,2022,512.0
,,Macotera. Hombres. Total habitantes. Personas. ,2021,511.0
,,Macotera. Hombres. Total habitantes. Personas. ,2020,521.0
,,Macotera. Mujeres. Total habitantes. Personas. ,2024,483.0
,,Macotera. Mujeres. Total habitantes. Personas. ,2023,481.0
,,Macotera. Mujeres. Total habitantes. Personas. ,2022,487.0
,,Macotera. Mujeres. Total habitantes. Personas. ,2021,490.0
,,Macotera. Mujeres. Total habitantes. Personas. ,2020,498.0
,,Madarcos. Total. Total habitantes. Personas. ,2024,70.0
,,Madarcos. Total. Total habitantes. Personas. ,2023,72.0
,,Madarcos. Total. Total habitantes. Personas. ,2022,63.0
,,Madarcos. Total. Total habitantes. Personas. ,2021,57.0
,,Madarcos. Total. Total habitantes. Personas. ,2020,49.0
,,Madarcos. Hombres. Total habitantes. Personas. ,2024,36.0
,,Madarcos. Hombres. Total habitantes. Personas. ,2023,36.0
,,Madarcos. Hombres. Total habitantes. Personas. ,2022,32.0
,,Madarcos. Hombres. Total habitantes. Personas. ,2021,33.0
,,Madarcos. Hombres. Total habitantes. Personas. ,2020,30.0
,,Madarcos. Mujeres. Total habitantes. Personas. ,2024,34.0
,,Madarcos. Mujeres. Total habitantes. Personas. ,2023,36.0
,,Madarcos. Mujeres. Total habitantes. Personas. ,2022,31.0
,,Madarcos. Mujeres. Total habitantes. Personas. ,2021,24.0
,,Madarcos. Mujeres. Total habitantes. Personas. ,2020,19.0
,,"Maderal, El. Total. Total habitantes. Personas. ",2024,169.0
,,"Maderal, El. Total. Total habitantes. Personas. ",2023,175.0
,,"Maderal, El. Total. Total habitantes. Personas. ",2022,175.0
,,"Maderal, El. Total. Total habitantes. Personas. ",2021,177.0
,,"Maderal, El. Total. Total habitantes. Personas. ",2020,177.0
,,"Maderal, El. Hombres. Total habitantes. Personas. ",2024,93.0
,,"Maderal, El. Hombres. Total habitantes. Personas. ",2023,94.0
,,"Maderal, El. Hombres. Total habitantes. Personas. ",2022,94.0
,,"Maderal, El. Hombres. Total habitantes. Personas. ",2021,93.0
,,"Maderal, El. Hombres. Total habitantes. Personas. ",2020,97.0
,,"Maderal, El. Mujeres. Total habitantes. Personas. ",2024,76.0
,,"Maderal, El. Mujeres. Total habitantes. Personas. ",2023,81.0
,,"Maderal, El. Mujeres. Total habitantes. Personas. ",2022,81.0
,,"Maderal, El. Mujeres. Total habitantes. Personas. ",2021,84.0
,,"Maderal, El. Mujeres. Total habitantes. Personas. ",2020,80.0
,,Maderuelo. Total. Total habitantes. Personas. ,2024,101.0
,,Maderuelo. Total. Total habitantes. Personas. ,2023,109.0
,,Maderuelo. Total. Total habitantes. Personas. ,2022,115.0
,,Maderuelo. Total. Total habitantes. Personas. ,2021,125.0
,,Maderuelo. Total. Total habitantes. Personas. ,2020,137.0
,,Maderuelo. Hombres. Total habitantes. Personas. ,2024,58.0
,,Maderuelo. Hombres. Total habitantes. Personas. ,2023,63.0
,,Maderuelo. Hombres. Total habitantes. Personas. ,2022,67.0
,,Maderuelo. Hombres. Total habitantes. Personas. ,2021,71.0
,,Maderuelo. Hombres. Total habitantes. Personas. ,2020,78.0
,,Maderuelo. Mujeres. Total habitantes. Personas. ,2024,43.0
,,Maderuelo. Mujeres. Total habitantes. Personas. ,2023,46.0
,,Maderuelo. Mujeres. Total habitantes. Personas. ,2022,48.0
,,Maderuelo. Mujeres. Total habitantes. Personas. ,2021,54.0
,,Maderuelo. Mujeres. Total habitantes. Personas. ,2020,59.0
,,Madremanya. Total. Total habitantes. Personas. ,2024,289.0
,,Madremanya. Total. Total habitantes. Personas. ,2023,294.0
,,Madremanya. Total. Total habitantes. Personas. ,2022,302.0
,,Madremanya. Total. Total habitantes. Personas. ,2021,296.0
,,Madremanya. Total. Total habitantes. Personas. ,2020,288.0
,,Madremanya. Hombres. Total habitantes. Personas. ,2024,145.0
,,Madremanya. Hombres. Total habitantes. Personas. ,2023,143.0
,,Madremanya. Hombres. Total habitantes. Personas. ,2022,148.0
,,Madremanya. Hombres. Total habitantes. Personas. ,2021,140.0
,,Madremanya. Hombres. Total habitantes. Personas. ,2020,137.0
,,Madremanya. Mujeres. Total habitantes. Personas. ,2024,144.0
,,Madremanya. Mujeres. Total habitantes. Personas. ,2023,151.0
,,Madremanya. Mujeres. Total habitantes. Personas. ,2022,154.0
,,Madremanya. Mujeres. Total habitantes. Personas. ,2021,156.0
,,Madremanya. Mujeres. Total habitantes. Personas. ,2020,151.0
,,Madrid. Total. Total habitantes. Personas. ,2024,3416771.0
,,Madrid. Total. Total habitantes. Personas. ,2023,3332035.0
,,Madrid. Total. Total habitantes. Personas. ,2022,3280782.0
,,Madrid. Total. Total habitantes. Personas. ,2021,3305408.0
,,Madrid. Total. Total habitantes. Personas. ,2020,3334730.0
,,Madrid. Hombres. Total habitantes. Personas. ,2024,1600298.0
,,Madrid. Hombres. Total habitantes. Personas. ,2023,1555507.0
,,Madrid. Hombres. Total habitantes. Personas. ,2022,1531214.0
,,Madrid. Hombres. Total habitantes. Personas. ,2021,1540894.0
,,Madrid. Hombres. Total habitantes. Personas. ,2020,1553899.0
,,Madrid. Mujeres. Total habitantes. Personas. ,2024,1816473.0
,,Madrid. Mujeres. Total habitantes. Personas. ,2023,1776528.0
,,Madrid. Mujeres. Total habitantes. Personas. ,2022,1749568.0
,,Madrid. Mujeres. Total habitantes. Personas. ,2021,1764514.0
,,Madrid. Mujeres. Total habitantes. Personas. ,2020,1780831.0
,,Madridanos. Total. Total habitantes. Personas. ,2024,453.0
,,Madridanos. Total. Total habitantes. Personas. ,2023,456.0
,,Madridanos. Total. Total habitantes. Personas. ,2022,467.0
,,Madridanos. Total. Total habitantes. Personas. ,2021,455.0
,,Madridanos. Total. Total habitantes. Personas. ,2020,452.0
,,Madridanos. Hombres. Total habitantes. Personas. ,2024,240.0
,,Madridanos. Hombres. Total habitantes. Personas. ,2023,240.0
,,Madridanos. Hombres. Total habitantes. Personas. ,2022,243.0
,,Madridanos. Hombres. Total habitantes. Personas. ,2021,239.0
,,Madridanos. Hombres. Total habitantes. Personas. ,2020,238.0
,,Madridanos. Mujeres. Total habitantes. Personas. ,2024,213.0
,,Madridanos. Mujeres. Total habitantes. Personas. ,2023,216.0
,,Madridanos. Mujeres. Total habitantes. Personas. ,2022,224.0
,,Madridanos. Mujeres. Total habitantes. Personas. ,2021,216.0
,,Madridanos. Mujeres. Total habitantes. Personas. ,2020,214.0
,,Madridejos. Total. Total habitantes. Personas. ,2024,10102.0
,,Madridejos. Total. Total habitantes. Personas. ,2023,10169.0
,,Madridejos. Total. Total habitantes. Personas. ,2022,10202.0
,,Madridejos. Total. Total habitantes. Personas. ,2021,10230.0
,,Madridejos. Total. Total habitantes. Personas. ,2020,10334.0
,,Madridejos. Hombres. Total habitantes. Personas. ,2024,5070.0
,,Madridejos. Hombres. Total habitantes. Personas. ,2023,5089.0
,,Madridejos. Hombres. Total habitantes. Personas. ,2022,5079.0
,,Madridejos. Hombres. Total habitantes. Personas. ,2021,5090.0
,,Madridejos. Hombres. Total habitantes. Personas. ,2020,5147.0
,,Madridejos. Mujeres. Total habitantes. Personas. ,2024,5032.0
,,Madridejos. Mujeres. Total habitantes. Personas. ,2023,5080.0
,,Madridejos. Mujeres. Total habitantes. Personas. ,2022,5123.0
,,Madridejos. Mujeres. Total habitantes. Personas. ,2021,5140.0
,,Madridejos. Mujeres. Total habitantes. Personas. ,2020,5187.0
,,Madrigal de la Vera. Total. Total habitantes. Personas. ,2024,1533.0
,,Madrigal de la Vera. Total. Total habitantes. Personas. ,2023,1542.0
,,Madrigal de la Vera. Total. Total habitantes. Personas. ,2022,1543.0
,,Madrigal de la Vera. Total. Total habitantes. Personas. ,2021,1566.0
,,Madrigal de la Vera. Total. Total habitantes. Personas. ,2020,1561.0
,,Madrigal de la Vera. Hombres. Total habitantes. Personas. ,2024,811.0
,,Madrigal de la Vera. Hombres. Total habitantes. Personas. ,2023,809.0
,,Madrigal de la Vera. Hombres. Total habitantes. Personas. ,2022,808.0
,,Madrigal de la Vera. Hombres. Total habitantes. Personas. ,2021,819.0
,,Madrigal de la Vera. Hombres. Total habitantes. Personas. ,2020,812.0
,,Madrigal de la Vera. Mujeres. Total habitantes. Personas. ,2024,722.0
,,Madrigal de la Vera. Mujeres. Total habitantes. Personas. ,2023,733.0
,,Madrigal de la Vera. Mujeres. Total habitantes. Personas. ,2022,735.0
,,Madrigal de la Vera. Mujeres. Total habitantes. Personas. ,2021,747.0
,,Madrigal de la Vera. Mujeres. Total habitantes. Personas. ,2020,749.0
,,Madrigal de las Altas Torres. Total. Total habitantes. Personas. ,2024,1299.0
,,Madrigal de las Altas Torres. Total. Total habitantes. Personas. ,2023,1338.0
,,Madrigal de las Altas Torres. Total. Total habitantes. Personas. ,2022,1350.0
,,Madrigal de las Altas Torres. Total. Total habitantes. Personas. ,2021,1380.0
,,Madrigal de las Altas Torres. Total. Total habitantes. Personas. ,2020,1399.0
,,Madrigal de las Altas Torres. Hombres. Total habitantes. Personas. ,2024,667.0
,,Madrigal de las Altas Torres. Hombres. Total habitantes. Personas. ,2023,690.0
,,Madrigal de las Altas Torres. Hombres. Total habitantes. Personas. ,2022,683.0
,,Madrigal de las Altas Torres. Hombres. Total habitantes. Personas. ,2021,698.0
,,Madrigal de las Altas Torres. Hombres. Total habitantes. Personas. ,2020,711.0
,,Madrigal de las Altas Torres. Mujeres. Total habitantes. Personas. ,2024,632.0
,,Madrigal de las Altas Torres. Mujeres. Total habitantes. Personas. ,2023,648.0
,,Madrigal de las Altas Torres. Mujeres. Total habitantes. Personas. ,2022,667.0
,,Madrigal de las Altas Torres. Mujeres. Total habitantes. Personas. ,2021,682.0
,,Madrigal de las Altas Torres. Mujeres. Total habitantes. Personas. ,2020,688.0
,,Madrigal del Monte. Total. Total habitantes. Personas. ,2024,143.0
,,Madrigal del Monte. Total. Total habitantes. Personas. ,2023,148.0
,,Madrigal del Monte. Total. Total habitantes. Personas. ,2022,142.0
,,Madrigal del Monte. Total. Total habitantes. Personas. ,2021,155.0
,,Madrigal del Monte. Total. Total habitantes. Personas. ,2020,147.0
,,Madrigal del Monte. Hombres. Total habitantes. Personas. ,2024,87.0
,,Madrigal del Monte. Hombres. Total habitantes. Personas. ,2023,89.0
,,Madrigal del Monte. Hombres. Total habitantes. Personas. ,2022,85.0
,,Madrigal del Monte. Hombres. Total habitantes. Personas. ,2021,94.0
,,Madrigal del Monte. Hombres. Total habitantes. Personas. ,2020,89.0
,,Madrigal del Monte. Mujeres. Total habitantes. Personas. ,2024,56.0
,,Madrigal del Monte. Mujeres. Total habitantes. Personas. ,2023,59.0
,,Madrigal del Monte. Mujeres. Total habitantes. Personas. ,2022,57.0
,,Madrigal del Monte. Mujeres. Total habitantes. Personas. ,2021,61.0
,,Madrigal del Monte. Mujeres. Total habitantes. Personas. ,2020,58.0
,,Madrigalejo. Total. Total habitantes. Personas. ,2024,1708.0
,,Madrigalejo. Total. Total habitantes. Personas. ,2023,1712.0
,,Madrigalejo. Total. Total habitantes. Personas. ,2022,1712.0
,,Madrigalejo. Total. Total habitantes. Personas. ,2021,1694.0
,,Madrigalejo. Total. Total habitantes. Personas. ,2020,1712.0
,,Madrigalejo. Hombres. Total habitantes. Personas. ,2024,858.0
,,Madrigalejo. Hombres. Total habitantes. Personas. ,2023,861.0
,,Madrigalejo. Hombres. Total habitantes. Personas. ,2022,873.0
,,Madrigalejo. Hombres. Total habitantes. Personas. ,2021,860.0
,,Madrigalejo. Hombres. Total habitantes. Personas. ,2020,865.0
,,Madrigalejo. Mujeres. Total habitantes. Personas. ,2024,850.0
,,Madrigalejo. Mujeres. Total habitantes. Personas. ,2023,851.0
,,Madrigalejo. Mujeres. Total habitantes. Personas. ,2022,839.0
,,Madrigalejo. Mujeres. Total habitantes. Personas. ,2021,834.0
,,Madrigalejo. Mujeres. Total habitantes. Personas. ,2020,847.0
,,Madrigalejo del Monte. Total. Total habitantes. Personas. ,2024,176.0
,,Madrigalejo del Monte. Total. Total habitantes. Personas. ,2023,188.0
,,Madrigalejo del Monte. Total. Total habitantes. Personas. ,2022,183.0
,,Madrigalejo del Monte. Total. Total habitantes. Personas. ,2021,179.0
,,Madrigalejo del Monte. Total. Total habitantes. Personas. ,2020,174.0
,,Madrigalejo del Monte. Hombres. Total habitantes. Personas. ,2024,103.0
,,Madrigalejo del Monte. Hombres. Total habitantes. Personas. ,2023,111.0
,,Madrigalejo del Monte. Hombres. Total habitantes. Personas. ,2022,113.0
,,Madrigalejo del Monte. Hombres. Total habitantes. Personas. ,2021,116.0
,,Madrigalejo del Monte. Hombres. Total habitantes. Personas. ,2020,116.0
,,Madrigalejo del Monte. Mujeres. Total habitantes. Personas. ,2024,73.0
,,Madrigalejo del Monte. Mujeres. Total habitantes. Personas. ,2023,77.0
,,Madrigalejo del Monte. Mujeres. Total habitantes. Personas. ,2022,70.0
,,Madrigalejo del Monte. Mujeres. Total habitantes. Personas. ,2021,63.0
,,Madrigalejo del Monte. Mujeres. Total habitantes. Personas. ,2020,58.0
,,Madrigueras. Total. Total habitantes. Personas. ,2024,4658.0
,,Madrigueras. Total. Total habitantes. Personas. ,2023,4675.0
,,Madrigueras. Total. Total habitantes. Personas. ,2022,4644.0
,,Madrigueras. Total. Total habitantes. Personas. ,2021,4654.0
,,Madrigueras. Total. Total habitantes. Personas. ,2020,4634.0
,,Madrigueras. Hombres. Total habitantes. Personas. ,2024,2365.0
,,Madrigueras. Hombres. Total habitantes. Personas. ,2023,2386.0
