cod_prov,cod_muni,municipio,year,population
,,Lucena del Puerto. Hombres. Total habitantes. Personas. ,2022,1691.0
,,Lucena del Puerto. Hombres. Total habitantes. Personas. ,2021,1673.0
,,Lucena del Puerto. Hombres. Total habitantes. Personas. ,2020,1710.0
,,Lucena del Puerto. Mujeres. Total habitantes. Personas. ,2024,1599.0
,,Lucena del Puerto. Mujeres. Total habitantes. Personas. ,2023,1542.0
,,Lucena del Puerto. Mujeres. Total habitantes. Personas. ,2022,1522.0
,,Lucena del Puerto. Mujeres. Total habitantes. Personas. ,2021,1514.0
,,Lucena del Puerto. Mujeres. Total habitantes. Personas. ,2020,1551.0
,,Luceni. Total. Total habitantes. Personas. ,2024,1003.0
,,Luceni. Total. Total habitantes. Personas. ,2023,990.0
,,Luceni. Total. Total habitantes. Personas. ,2022,973.0
,,Luceni. Total. Total habitantes. Personas. ,2021,987.0
,,Luceni. Total. Total habitantes. Personas. ,2020,955.0
,,Luceni. Hombres. Total habitantes. Personas. ,2024,514.0
,,Luceni. Hombres. Total habitantes. Personas. ,2023,500.0
,,Luceni. Hombres. Total habitantes. Personas. ,2022,485.0
,,Luceni. Hombres. Total habitantes. Personas. ,2021,493.0
,,Luceni. Hombres. Total habitantes. Personas. ,2020,485.0
,,Luceni. Mujeres. Total habitantes. Personas. ,2024,489.0
,,Luceni. Mujeres. Total habitantes. Personas. ,2023,490.0
,,Luceni. Mujeres. Total habitantes. Personas. ,2022,488.0
,,Luceni. Mujeres. Total habitantes. Personas. ,2021,494.0
,,Luceni. Mujeres. Total habitantes. Personas. ,2020,470.0
,,Luciana. Total. Total habitantes. Personas. ,2024,360.0
,,Luciana. Total. Total habitantes. Personas. ,2023,371.0
,,Luciana. Total. Total habitantes. Personas. ,2022,368.0
,,Luciana. Total. Total habitantes. Personas. ,2021,365.0
,,Luciana. Total. Total habitantes. Personas. ,2020,364.0
,,Luciana. Hombres. Total habitantes. Personas. ,2024,190.0
,,Luciana. Hombres. Total habitantes. Personas. ,2023,197.0
,,Luciana. Hombres. Total habitantes. Personas. ,2022,200.0
,,Luciana. Hombres. Total habitantes. Personas. ,2021,195.0
,,Luciana. Hombres. Total habitantes. Personas. ,2020,198.0
,,Luciana. Mujeres. Total habitantes. Personas. ,2024,170.0
,,Luciana. Mujeres. Total habitantes. Personas. ,2023,174.0
,,Luciana. Mujeres. Total habitantes. Personas. ,2022,168.0
,,Luciana. Mujeres. Total habitantes. Personas. ,2021,170.0
,,Luciana. Mujeres. Total habitantes. Personas. ,2020,166.0
,,Lucillo. Total. Total habitantes. Personas. ,2024,356.0
,,Lucillo. Total. Total habitantes. Personas. ,2023,361.0
,,Lucillo. Total. Total habitantes. Personas. ,2022,376.0
,,Lucillo. Total. Total habitantes. Personas. ,2021,377.0
,,Lucillo. Total. Total habitantes. Personas. ,2020,367.0
,,Lucillo. Hombres. Total habitantes. Personas. ,2024,186.0
,,Lucillo. Hombres. Total habitantes. Personas. ,2023,188.0
,,Lucillo. Hombres. Total habitantes. Personas. ,2022,198.0
,,Lucillo. Hombres. Total habitantes. Personas. ,2021,199.0
,,Lucillo. Hombres. Total habitantes. Personas. ,2020,198.0
,,Lucillo. Mujeres. Total habitantes. Personas. ,2024,170.0
,,Lucillo. Mujeres. Total habitantes. Personas. ,2023,173.0
,,Lucillo. Mujeres. Total habitantes. Personas. ,2022,178.0
,,Lucillo. Mujeres. Total habitantes. Personas. ,2021,178.0
,,Lucillo. Mujeres. Total habitantes. Personas. ,2020,169.0
,,Lucillos. Total. Total habitantes. Personas. ,2024,629.0
,,Lucillos. Total. Total habitantes. Personas. ,2023,597.0
,,Lucillos. Total. Total habitantes. Personas. ,2022,571.0
,,Lucillos. Total. Total habitantes. Personas. ,2021,591.0
,,Lucillos. Total. Total habitantes. Personas. ,2020,563.0
,,Lucillos. Hombres. Total habitantes. Personas. ,2024,330.0
,,Lucillos. Hombres. Total habitantes. Personas. ,2023,313.0
,,Lucillos. Hombres. Total habitantes. Personas. ,2022,300.0
,,Lucillos. Hombres. Total habitantes. Personas. ,2021,314.0
,,Lucillos. Hombres. Total habitantes. Personas. ,2020,299.0
,,Lucillos. Mujeres. Total habitantes. Personas. ,2024,299.0
,,Lucillos. Mujeres. Total habitantes. Personas. ,2023,284.0
,,Lucillos. Mujeres. Total habitantes. Personas. ,2022,271.0
,,Lucillos. Mujeres. Total habitantes. Personas. ,2021,277.0
,,Lucillos. Mujeres. Total habitantes. Personas. ,2020,264.0
,,Ludiente. Total. Total habitantes. Personas. ,2024,175.0
,,Ludiente. Total. Total habitantes. Personas. ,2023,155.0
,,Ludiente. Total. Total habitantes. Personas. ,2022,140.0
,,Ludiente. Total. Total habitantes. Personas. ,2021,155.0
,,Ludiente. Total. Total habitantes. Personas. ,2020,149.0
,,Ludiente. Hombres. Total habitantes. Personas. ,2024,98.0
,,Ludiente. Hombres. Total habitantes. Personas. ,2023,88.0
,,Ludiente. Hombres. Total habitantes. Personas. ,2022,80.0
,,Ludiente. Hombres. Total habitantes. Personas. ,2021,86.0
,,Ludiente. Hombres. Total habitantes. Personas. ,2020,82.0
,,Ludiente. Mujeres. Total habitantes. Personas. ,2024,77.0
,,Ludiente. Mujeres. Total habitantes. Personas. ,2023,67.0
,,Ludiente. Mujeres. Total habitantes. Personas. ,2022,60.0
,,Ludiente. Mujeres. Total habitantes. Personas. ,2021,69.0
,,Ludiente. Mujeres. Total habitantes. Personas. ,2020,67.0
,,Luelmo. Total. Total habitantes. Personas. ,2024,149.0
,,Luelmo. Total. Total habitantes. Personas. ,2023,147.0
,,Luelmo. Total. Total habitantes. Personas. ,2022,155.0
,,Luelmo. Total. Total habitantes. Personas. ,2021,145.0
,,Luelmo. Total. Total habitantes. Personas. ,2020,147.0
,,Luelmo. Hombres. Total habitantes. Personas. ,2024,82.0
,,Luelmo. Hombres. Total habitantes. Personas. ,2023,81.0
,,Luelmo. Hombres. Total habitantes. Personas. ,2022,86.0
,,Luelmo. Hombres. Total habitantes. Personas. ,2021,80.0
,,Luelmo. Hombres. Total habitantes. Personas. ,2020,80.0
,,Luelmo. Mujeres. Total habitantes. Personas. ,2024,67.0
,,Luelmo. Mujeres. Total habitantes. Personas. ,2023,66.0
,,Luelmo. Mujeres. Total habitantes. Personas. ,2022,69.0
,,Luelmo. Mujeres. Total habitantes. Personas. ,2021,65.0
,,Luelmo. Mujeres. Total habitantes. Personas. ,2020,67.0
,,Luena. Total. Total habitantes. Personas. ,2024,608.0
,,Luena. Total. Total habitantes. Personas. ,2023,622.0
,,Luena. Total. Total habitantes. Personas. ,2022,622.0
,,Luena. Total. Total habitantes. Personas. ,2021,623.0
,,Luena. Total. Total habitantes. Personas. ,2020,600.0
,,Luena. Hombres. Total habitantes. Personas. ,2024,330.0
,,Luena. Hombres. Total habitantes. Personas. ,2023,337.0
,,Luena. Hombres. Total habitantes. Personas. ,2022,333.0
,,Luena. Hombres. Total habitantes. Personas. ,2021,338.0
,,Luena. Hombres. Total habitantes. Personas. ,2020,326.0
,,Luena. Mujeres. Total habitantes. Personas. ,2024,278.0
,,Luena. Mujeres. Total habitantes. Personas. ,2023,285.0
,,Luena. Mujeres. Total habitantes. Personas. ,2022,289.0
,,Luena. Mujeres. Total habitantes. Personas. ,2021,285.0
,,Luena. Mujeres. Total habitantes. Personas. ,2020,274.0
,,Luesia. Total. Total habitantes. Personas. ,2024,331.0
,,Luesia. Total. Total habitantes. Personas. ,2023,335.0
,,Luesia. Total. Total habitantes. Personas. ,2022,333.0
,,Luesia. Total. Total habitantes. Personas. ,2021,342.0
,,Luesia. Total. Total habitantes. Personas. ,2020,297.0
,,Luesia. Hombres. Total habitantes. Personas. ,2024,177.0
,,Luesia. Hombres. Total habitantes. Personas. ,2023,179.0
,,Luesia. Hombres. Total habitantes. Personas. ,2022,179.0
,,Luesia. Hombres. Total habitantes. Personas. ,2021,183.0
,,Luesia. Hombres. Total habitantes. Personas. ,2020,165.0
,,Luesia. Mujeres. Total habitantes. Personas. ,2024,154.0
,,Luesia. Mujeres. Total habitantes. Personas. ,2023,156.0
,,Luesia. Mujeres. Total habitantes. Personas. ,2022,154.0
,,Luesia. Mujeres. Total habitantes. Personas. ,2021,159.0
,,Luesia. Mujeres. Total habitantes. Personas. ,2020,132.0
,,Luesma. Total. Total habitantes. Personas. ,2024,41.0
,,Luesma. Total. Total habitantes. Personas. ,2023,39.0
,,Luesma. Total. Total habitantes. Personas. ,2022,38.0
,,Luesma. Total. Total habitantes. Personas. ,2021,40.0
,,Luesma. Total. Total habitantes. Personas. ,2020,37.0
,,Luesma. Hombres. Total habitantes. Personas. ,2024,23.0
,,Luesma. Hombres. Total habitantes. Personas. ,2023,22.0
,,Luesma. Hombres. Total habitantes. Personas. ,2022,21.0
,,Luesma. Hombres. Total habitantes. Personas. ,2021,23.0
,,Luesma. Hombres. Total habitantes. Personas. ,2020,22.0
,,Luesma. Mujeres. Total habitantes. Personas. ,2024,18.0
,,Luesma. Mujeres. Total habitantes. Personas. ,2023,17.0
,,Luesma. Mujeres. Total habitantes. Personas. ,2022,17.0
,,Luesma. Mujeres. Total habitantes. Personas. ,2021,17.0
,,Luesma. Mujeres. Total habitantes. Personas. ,2020,15.0
,,Lugo. Total. Total habitantes. Personas. ,2024,99482.0
,,Lugo. Total. Total habitantes. Personas. ,2023,98214.0
,,Lugo. Total. Total habitantes. Personas. ,2022,97211.0
,,Lugo. Total. Total habitantes. Personas. ,2021,97613.0
,,Lugo. Total. Total habitantes. Personas. ,2020,98519.0
,,Lugo. Hombres. Total habitantes. Personas. ,2024,45979.0
,,Lugo. Hombres. Total habitantes. Personas. ,2023,45397.0
,,Lugo. Hombres. Total habitantes. Personas. ,2022,44906.0
,,Lugo. Hombres. Total habitantes. Personas. ,2021,45039.0
,,Lugo. Hombres. Total habitantes. Personas. ,2020,45568.0
,,Lugo. Mujeres. Total habitantes. Personas. ,2024,53503.0
,,Lugo. Mujeres. Total habitantes. Personas. ,2023,52817.0
,,Lugo. Mujeres. Total habitantes. Personas. ,2022,52305.0
,,Lugo. Mujeres. Total habitantes. Personas. ,2021,52574.0
,,Lugo. Mujeres. Total habitantes. Personas. ,2020,52951.0
,,Lugros. Total. Total habitantes. Personas. ,2024,308.0
,,Lugros. Total. Total habitantes. Personas. ,2023,305.0
,,Lugros. Total. Total habitantes. Personas. ,2022,304.0
,,Lugros. Total. Total habitantes. Personas. ,2021,311.0
,,Lugros. Total. Total habitantes. Personas. ,2020,310.0
,,Lugros. Hombres. Total habitantes. Personas. ,2024,159.0
,,Lugros. Hombres. Total habitantes. Personas. ,2023,156.0
,,Lugros. Hombres. Total habitantes. Personas. ,2022,158.0
,,Lugros. Hombres. Total habitantes. Personas. ,2021,163.0
,,Lugros. Hombres. Total habitantes. Personas. ,2020,162.0
,,Lugros. Mujeres. Total habitantes. Personas. ,2024,149.0
,,Lugros. Mujeres. Total habitantes. Personas. ,2023,149.0
,,Lugros. Mujeres. Total habitantes. Personas. ,2022,146.0
,,Lugros. Mujeres. Total habitantes. Personas. ,2021,148.0
,,Lugros. Mujeres. Total habitantes. Personas. ,2020,148.0
,,"Luisiana, La. Total. Total habitantes. Personas. ",2024,4626.0
,,"Luisiana, La. Total. Total habitantes. Personas. ",2023,4608.0
,,"Luisiana, La. Total. Total habitantes. Personas. ",2022,4588.0
,,"Luisiana, La. Total. Total habitantes. Personas. ",2021,4587.0
,,"Luisiana, La. Total. Total habitantes. Personas. ",2020,4578.0
,,"Luisiana, La. Hombres. Total habitantes. Personas. ",2024,2313.0
,,"Luisiana, La. Hombres. Total habitantes. Personas. ",2023,2313.0
,,"Luisiana, La. Hombres. Total habitantes. Personas. ",2022,2314.0
,,"Luisiana, La. Hombres. Total habitantes. Personas. ",2021,2322.0
,,"Luisiana, La. Hombres. Total habitantes. Personas. ",2020,2313.0
,,"Luisiana, La. Mujeres. Total habitantes. Personas. ",2024,2313.0
,,"Luisiana, La. Mujeres. Total habitantes. Personas. ",2023,2295.0
,,"Luisiana, La. Mujeres. Total habitantes. Personas. ",2022,2274.0
,,"Luisiana, La. Mujeres. Total habitantes. Personas. ",2021,2265.0
,,"Luisiana, La. Mujeres. Total habitantes. Personas. ",2020,2265.0
,,Lújar. Total. Total habitantes. Personas. ,2024,487.0
,,Lújar. Total. Total habitantes. Personas. ,2023,480.0
,,Lújar. Total. Total habitantes. Personas. ,2022,483.0
,,Lújar. Total. Total habitantes. Personas. ,2021,476.0
,,Lújar. Total. Total habitantes. Personas. ,2020,483.0
,,Lújar. Hombres. Total habitantes. Personas. ,2024,260.0
,,Lújar. Hombres. Total habitantes. Personas. ,2023,263.0
,,Lújar. Hombres. Total habitantes. Personas. ,2022,260.0
,,Lújar. Hombres. Total habitantes. Personas. ,2021,256.0
,,Lújar. Hombres. Total habitantes. Personas. ,2020,258.0
,,Lújar. Mujeres. Total habitantes. Personas. ,2024,227.0
,,Lújar. Mujeres. Total habitantes. Personas. ,2023,217.0
,,Lújar. Mujeres. Total habitantes. Personas. ,2022,223.0
,,Lújar. Mujeres. Total habitantes. Personas. ,2021,220.0
,,Lújar. Mujeres. Total habitantes. Personas. ,2020,225.0
,,Lumbier. Total. Total habitantes. Personas. ,2024,1327.0
,,Lumbier. Total. Total habitantes. Personas. ,2023,1326.0
,,Lumbier. Total. Total habitantes. Personas. ,2022,1297.0
,,Lumbier. Total. Total habitantes. Personas. ,2021,1293.0
,,Lumbier. Total. Total habitantes. Personas. ,2020,1299.0
,,Lumbier. Hombres. Total habitantes. Personas. ,2024,693.0
,,Lumbier. Hombres. Total habitantes. Personas. ,2023,708.0
,,Lumbier. Hombres. Total habitantes. Personas. ,2022,702.0
,,Lumbier. Hombres. Total habitantes. Personas. ,2021,700.0
,,Lumbier. Hombres. Total habitantes. Personas. ,2020,702.0
,,Lumbier. Mujeres. Total habitantes. Personas. ,2024,634.0
,,Lumbier. Mujeres. Total habitantes. Personas. ,2023,618.0
,,Lumbier. Mujeres. Total habitantes. Personas. ,2022,595.0
,,Lumbier. Mujeres. Total habitantes. Personas. ,2021,593.0
,,Lumbier. Mujeres. Total habitantes. Personas. ,2020,597.0
,,Lumbrales. Total. Total habitantes. Personas. ,2024,1510.0
,,Lumbrales. Total. Total habitantes. Personas. ,2023,1517.0
,,Lumbrales. Total. Total habitantes. Personas. ,2022,1534.0
,,Lumbrales. Total. Total habitantes. Personas. ,2021,1550.0
,,Lumbrales. Total. Total habitantes. Personas. ,2020,1571.0
,,Lumbrales. Hombres. Total habitantes. Personas. ,2024,776.0
,,Lumbrales. Hombres. Total habitantes. Personas. ,2023,776.0
,,Lumbrales. Hombres. Total habitantes. Personas. ,2022,778.0
,,Lumbrales. Hombres. Total habitantes. Personas. ,2021,780.0
,,Lumbrales. Hombres. Total habitantes. Personas. ,2020,788.0
,,Lumbrales. Mujeres. Total habitantes. Personas. ,2024,734.0
,,Lumbrales. Mujeres. Total habitantes. Personas. ,2023,741.0
,,Lumbrales. Mujeres. Total habitantes. Personas. ,2022,756.0
,,Lumbrales. Mujeres. Total habitantes. Personas. ,2021,770.0
,,Lumbrales. Mujeres. Total habitantes. Personas. ,2020,783.0
,,Lumbreras de Cameros. Total. Total habitantes. Personas. ,2024,147.0
,,Lumbreras de Cameros. Total. Total habitantes. Personas. ,2023,145.0
,,Lumbreras de Cameros. Total. Total habitantes. Personas. ,2022,144.0
,,Lumbreras de Cameros. Total. Total habitantes. Personas. ,2021,150.0
,,Lumbreras de Cameros. Total. Total habitantes. Personas. ,2020,152.0
,,Lumbreras de Cameros. Hombres. Total habitantes. Personas. ,2024,98.0
,,Lumbreras de Cameros. Hombres. Total habitantes. Personas. ,2023,100.0
,,Lumbreras de Cameros. Hombres. Total habitantes. Personas. ,2022,103.0
,,Lumbreras de Cameros. Hombres. Total habitantes. Personas. ,2021,102.0
,,Lumbreras de Cameros. Hombres. Total habitantes. Personas. ,2020,104.0
,,Lumbreras de Cameros. Mujeres. Total habitantes. Personas. ,2024,49.0
,,Lumbreras de Cameros. Mujeres. Total habitantes. Personas. ,2023,45.0
,,Lumbreras de Cameros. Mujeres. Total habitantes. Personas. ,2022,41.0
,,Lumbreras de Cameros. Mujeres. Total habitantes. Personas. ,2021,48.0
,,Lumbreras de Cameros. Mujeres. Total habitantes. Personas. ,2020,48.0
,,Lumpiaque. Total. Total habitantes. Personas. ,2024,862.0
,,Lumpiaque. Total. Total habitantes. Personas. ,2023,848.0
,,Lumpiaque. Total. Total habitantes. Personas. ,2022,841.0
,,Lumpiaque. Total. Total habitantes. Personas. ,2021,836.0
,,Lumpiaque. Total. Total habitantes. Personas. ,2020,806.0
,,Lumpiaque. Hombres. Total habitantes. Personas. ,2024,464.0
,,Lumpiaque. Hombres. Total habitantes. Personas. ,2023,446.0
,,Lumpiaque. Hombres. Total habitantes. Personas. ,2022,446.0
,,Lumpiaque. Hombres. Total habitantes. Personas. ,2021,436.0
,,Lumpiaque. Hombres. Total habitantes. Personas. ,2020,420.0
,,Lumpiaque. Mujeres. Total habitantes. Personas. ,2024,398.0
,,Lumpiaque. Mujeres. Total habitantes. Personas. ,2023,402.0
,,Lumpiaque. Mujeres. Total habitantes. Personas. ,2022,395.0
,,Lumpiaque. Mujeres. Total habitantes. Personas. ,2021,400.0
,,Lumpiaque. Mujeres. Total habitantes. Personas. ,2020,386.0
,,Luna. Total. Total habitantes. Personas. ,2024,675.0
,,Luna. Total. Total habitantes. Personas. ,2023,680.0
,,Luna. Total. Total habitantes. Personas. ,2022,694.0
,,Luna. Total. Total habitantes. Personas. ,2021,709.0
,,Luna. Total. Total habitantes. Personas. ,2020,684.0
,,Luna. Hombres. Total habitantes. Personas. ,2024,362.0
,,Luna. Hombres. Total habitantes. Personas. ,2023,361.0
,,Luna. Hombres. Total habitantes. Personas. ,2022,363.0
,,Luna. Hombres. Total habitantes. Personas. ,2021,370.0
,,Luna. Hombres. Total habitantes. Personas. ,2020,357.0
,,Luna. Mujeres. Total habitantes. Personas. ,2024,313.0
,,Luna. Mujeres. Total habitantes. Personas. ,2023,319.0
,,Luna. Mujeres. Total habitantes. Personas. ,2022,331.0
,,Luna. Mujeres. Total habitantes. Personas. ,2021,339.0
,,Luna. Mujeres. Total habitantes. Personas. ,2020,327.0
,,Lupiana. Total. Total habitantes. Personas. ,2024,325.0
,,Lupiana. Total. Total habitantes. Personas. ,2023,293.0
,,Lupiana. Total. Total habitantes. Personas. ,2022,286.0
,,Lupiana. Total. Total habitantes. Personas. ,2021,268.0
,,Lupiana. Total. Total habitantes. Personas. ,2020,259.0
,,Lupiana. Hombres. Total habitantes. Personas. ,2024,172.0
,,Lupiana. Hombres. Total habitantes. Personas. ,2023,158.0
,,Lupiana. Hombres. Total habitantes. Personas. ,2022,154.0
,,Lupiana. Hombres. Total habitantes. Personas. ,2021,141.0
,,Lupiana. Hombres. Total habitantes. Personas. ,2020,136.0
,,Lupiana. Mujeres. Total habitantes. Personas. ,2024,153.0
,,Lupiana. Mujeres. Total habitantes. Personas. ,2023,135.0
,,Lupiana. Mujeres. Total habitantes. Personas. ,2022,132.0
,,Lupiana. Mujeres. Total habitantes. Personas. ,2021,127.0
,,Lupiana. Mujeres. Total habitantes. Personas. ,2020,123.0
,,Lupiñén-Ortilla. Total. Total habitantes. Personas. ,2024,349.0
,,Lupiñén-Ortilla. Total. Total habitantes. Personas. ,2023,342.0
,,Lupiñén-Ortilla. Total. Total habitantes. Personas. ,2022,354.0
,,Lupiñén-Ortilla. Total. Total habitantes. Personas. ,2021,348.0
,,Lupiñén-Ortilla. Total. Total habitantes. Personas. ,2020,335.0
,,Lupiñén-Ortilla. Hombres. Total habitantes. Personas. ,2024,177.0
,,Lupiñén-Ortilla. Hombres. Total habitantes. Personas. ,2023,173.0
,,Lupiñén-Ortilla. Hombres. Total habitantes. Personas. ,2022,180.0
,,Lupiñén-Ortilla. Hombres. Total habitantes. Personas. ,2021,176.0
,,Lupiñén-Ortilla. Hombres. Total habitantes. Personas. ,2020,170.0
,,Lupiñén-Ortilla. Mujeres. Total habitantes. Personas. ,2024,172.0
,,Lupiñén-Ortilla. Mujeres. Total habitantes. Personas. ,2023,169.0
,,Lupiñén-Ortilla. Mujeres. Total habitantes. Personas. ,2022,174.0
,,Lupiñén-Ortilla. Mujeres. Total habitantes. Personas. ,2021,172.0
,,Lupiñén-Ortilla. Mujeres. Total habitantes. Personas. ,2020,165.0
,,Lupión. Total. Total habitantes. Personas. ,2024,806.0
,,Lupión. Total. Total habitantes. Personas. ,2023,806.0
,,Lupión. Total. Total habitantes. Personas. ,2022,830.0
,,Lupión. Total. Total habitantes. Personas. ,2021,830.0
,,Lupión. Total. Total habitantes. Personas. ,2020,820.0
,,Lupión. Hombres. Total habitantes. Personas. ,2024,391.0
,,Lupión. Hombres. Total habitantes. Personas. ,2023,392.0
,,Lupión. Hombres. Total habitantes. Personas. ,2022,405.0
,,Lupión. Hombres. Total habitantes. Personas. ,2021,408.0
,,Lupión. Hombres. Total habitantes. Personas. ,2020,405.0
,,Lupión. Mujeres. Total habitantes. Personas. ,2024,415.0
,,Lupión. Mujeres. Total habitantes. Personas. ,2023,414.0
,,Lupión. Mujeres. Total habitantes. Personas. ,2022,425.0
,,Lupión. Mujeres. Total habitantes. Personas. ,2021,422.0
,,Lupión. Mujeres. Total habitantes. Personas. ,2020,415.0
,,Luque. Total. Total habitantes. Personas. ,2024,2809.0
,,Luque. Total. Total habitantes. Personas. ,2023,2860.0
,,Luque. Total. Total habitantes. Personas. ,2022,2926.0
,,Luque. Total. Total habitantes. Personas. ,2021,2945.0
,,Luque. Total. Total habitantes. Personas. ,2020,2976.0
,,Luque. Hombres. Total habitantes. Personas. ,2024,1415.0
,,Luque. Hombres. Total habitantes. Personas. ,2023,1436.0
,,Luque. Hombres. Total habitantes. Personas. ,2022,1472.0
,,Luque. Hombres. Total habitantes. Personas. ,2021,1483.0
,,Luque. Hombres. Total habitantes. Personas. ,2020,1499.0
,,Luque. Mujeres. Total habitantes. Personas. ,2024,1394.0
,,Luque. Mujeres. Total habitantes. Personas. ,2023,1424.0
,,Luque. Mujeres. Total habitantes. Personas. ,2022,1454.0
,,Luque. Mujeres. Total habitantes. Personas. ,2021,1462.0
,,Luque. Mujeres. Total habitantes. Personas. ,2020,1477.0
,,Luquin. Total. Total habitantes. Personas. ,2024,131.0
,,Luquin. Total. Total habitantes. Personas. ,2023,129.0
,,Luquin. Total. Total habitantes. Personas. ,2022,132.0
,,Luquin. Total. Total habitantes. Personas. ,2021,132.0
,,Luquin. Total. Total habitantes. Personas. ,2020,131.0
,,Luquin. Hombres. Total habitantes. Personas. ,2024,68.0
,,Luquin. Hombres. Total habitantes. Personas. ,2023,68.0
,,Luquin. Hombres. Total habitantes. Personas. ,2022,67.0
,,Luquin. Hombres. Total habitantes. Personas. ,2021,65.0
,,Luquin. Hombres. Total habitantes. Personas. ,2020,68.0
,,Luquin. Mujeres. Total habitantes. Personas. ,2024,63.0
,,Luquin. Mujeres. Total habitantes. Personas. ,2023,61.0
,,Luquin. Mujeres. Total habitantes. Personas. ,2022,65.0
,,Luquin. Mujeres. Total habitantes. Personas. ,2021,67.0
,,Luquin. Mujeres. Total habitantes. Personas. ,2020,63.0
,,Luyego. Total. Total habitantes. Personas. ,2024,554.0
,,Luyego. Total. Total habitantes. Personas. ,2023,568.0
,,Luyego. Total. Total habitantes. Personas. ,2022,562.0
,,Luyego. Total. Total habitantes. Personas. ,2021,564.0
,,Luyego. Total. Total habitantes. Personas. ,2020,590.0
,,Luyego. Hombres. Total habitantes. Personas. ,2024,306.0
,,Luyego. Hombres. Total habitantes. Personas. ,2023,316.0
,,Luyego. Hombres. Total habitantes. Personas. ,2022,310.0
,,Luyego. Hombres. Total habitantes. Personas. ,2021,305.0
,,Luyego. Hombres. Total habitantes. Personas. ,2020,316.0
,,Luyego. Mujeres. Total habitantes. Personas. ,2024,248.0
,,Luyego. Mujeres. Total habitantes. Personas. ,2023,252.0
,,Luyego. Mujeres. Total habitantes. Personas. ,2022,252.0
,,Luyego. Mujeres. Total habitantes. Personas. ,2021,259.0
,,Luyego. Mujeres. Total habitantes. Personas. ,2020,274.0
,,Luzaga. Total. Total habitantes. Personas. ,2024,68.0
,,Luzaga. Total. Total habitantes. Personas. ,2023,68.0
,,Luzaga. Total. Total habitantes. Personas. ,2022,65.0
,,Luzaga. Total. Total habitantes. Personas. ,2021,65.0
,,Luzaga. Total. Total habitantes. Personas. ,2020,67.0
,,Luzaga. Hombres. Total habitantes. Personas. ,2024,37.0
,,Luzaga. Hombres. Total habitantes. Personas. ,2023,37.0
,,Luzaga. Hombres. Total habitantes. Personas. ,2022,36.0
,,Luzaga. Hombres. Total habitantes. Personas. ,2021,37.0
,,Luzaga. Hombres. Total habitantes. Personas. ,2020,39.0
,,Luzaga. Mujeres. Total habitantes. Personas. ,2024,31.0
,,Luzaga. Mujeres. Total habitantes. Personas. ,2023,31.0
,,Luzaga. Mujeres. Total habitantes. Personas. ,2022,29.0
,,Luzaga. Mujeres. Total habitantes. Personas. ,2021,28.0
,,Luzaga. Mujeres. Total habitantes. Personas. ,2020,28.0
,,Luzaide/Valcarlos. Total. Total habitantes. Personas. ,2024,309.0
,,Luzaide/Valcarlos. Total. Total habitantes. Personas. ,2023,304.0
,,Luzaide/Valcarlos. Total. Total habitantes. Personas. ,2022,317.0
,,Luzaide/Valcarlos. Total. Total habitantes. Personas. ,2021,320.0
,,Luzaide/Valcarlos. Total. Total habitantes. Personas. ,2020,323.0
,,Luzaide/Valcarlos. Hombres. Total habitantes. Personas. ,2024,167.0
,,Luzaide/Valcarlos. Hombres. Total habitantes. Personas. ,2023,166.0
,,Luzaide/Valcarlos. Hombres. Total habitantes. Personas. ,2022,179.0
,,Luzaide/Valcarlos. Hombres. Total habitantes. Personas. ,2021,177.0
,,Luzaide/Valcarlos. Hombres. Total habitantes. Personas. ,2020,176.0
,,Luzaide/Valcarlos. Mujeres. Total habitantes. Personas. ,2024,142.0
,,Luzaide/Valcarlos. Mujeres. Total habitantes. Personas. ,2023,138.0
,,Luzaide/Valcarlos. Mujeres. Total habitantes. Personas. ,2022,138.0
,,Luzaide/Valcarlos. Mujeres. Total habitantes. Personas. ,2021,143.0
,,Luzaide/Valcarlos. Mujeres. Total habitantes. Personas. ,2020,147.0
,,Luzón. Total. Total habitantes. Personas. ,2024,58.0
,,Luzón. Total. Total habitantes. Personas. ,2023,64.0
,,Luzón. Total. Total habitantes. Personas. ,2022,65.0
,,Luzón. Total. Total habitantes. Personas. ,2021,65.0
,,Luzón. Total. Total habitantes. Personas. ,2020,69.0
,,Luzón. Hombres. Total habitantes. Personas. ,2024,30.0
,,Luzón. Hombres. Total habitantes. Personas. ,2023,31.0
,,Luzón. Hombres. Total habitantes. Personas. ,2022,32.0
,,Luzón. Hombres. Total habitantes. Personas. ,2021,32.0
,,Luzón. Hombres. Total habitantes. Personas. ,2020,34.0
,,Luzón. Mujeres. Total habitantes. Personas. ,2024,28.0
,,Luzón. Mujeres. Total habitantes. Personas. ,2023,33.0
,,Luzón. Mujeres. Total habitantes. Personas. ,2022,33.0
,,Luzón. Mujeres. Total habitantes. Personas. ,2021,33.0
,,Luzón. Mujeres. Total habitantes. Personas. ,2020,35.0
,,Macael. Total. Total habitantes. Personas. ,2024,5428.0
,,Macael. Total. Total habitantes. Personas. ,2023,5381.0
,,Macael. Total. Total habitantes. Personas. ,2022,5393.0
,,Macael. Total. Total habitantes. Personas. ,2021,5449.0
,,Macael. Total. Total habitantes. Personas. ,2020,5480.0
,,Macael. Hombres. Total habitantes. Personas. ,2024,2763.0
,,Macael. Hombres. Total habitantes. Personas. ,2023,2728.0
,,Macael. Hombres. Total habitantes. Personas. ,2022,2758.0
