cod_prov,cod_muni,municipio,year,population
,,Mendaro. Mujeres. Total habitantes. Personas. ,2024,998.0
,,Mendata. Total. Total habitantes. Personas. ,2024,380.0
,,Mendata. Hombres. Total habitantes. Personas. ,2024,201.0
,,Mendata. Mujeres. Total habitantes. Personas. ,2024,179.0
,,Mendavia. Total. Total habitantes. Personas. ,2024,3535.0
,,Mendavia. Hombres. Total habitantes. Personas. ,2024,1769.0
,,Mendavia. Mujeres. Total habitantes. Personas. ,2024,1766.0
,,Mendaza. Total. Total habitantes. Personas. ,2024,291.0
,,Mendaza. Hombres. Total habitantes. Personas. ,2024,147.0
,,Mendaza. Mujeres. Total habitantes. Personas. ,2024,144.0
,,Mendexa. Total. Total habitantes. Personas. ,2024,424.0
,,Mendexa. Hombres. Total habitantes. Personas. ,2024,223.0
,,Mendexa. Mujeres. Total habitantes. Personas. ,2024,201.0
,,Mendigorria. Total. Total habitantes. Personas. ,2024,1218.0
,,Mendigorria. Hombres. Total habitantes. Personas. ,2024,640.0
,,Mendigorria. Mujeres. Total habitantes. Personas. ,2024,578.0
,,Meneses de Campos. Total. Total habitantes. Personas. ,2024,101.0
,,Meneses de Campos. Hombres. Total habitantes. Personas. ,2024,60.0
,,Meneses de Campos. Mujeres. Total habitantes. Personas. ,2024,41.0
,,Mengabril. Total. Total habitantes. Personas. ,2024,491.0
,,Mengabril. Hombres. Total habitantes. Personas. ,2024,265.0
,,Mengabril. Mujeres. Total habitantes. Personas. ,2024,226.0
,,Mengamuñoz. Total. Total habitantes. Personas. ,2024,54.0
,,Mengamuñoz. Hombres. Total habitantes. Personas. ,2024,28.0
,,Mengamuñoz. Mujeres. Total habitantes. Personas. ,2024,26.0
,,Mengíbar. Total. Total habitantes. Personas. ,2024,10011.0
,,Mengíbar. Hombres. Total habitantes. Personas. ,2024,5020.0
,,Mengíbar. Mujeres. Total habitantes. Personas. ,2024,4991.0
,,Méntrida. Total. Total habitantes. Personas. ,2024,6273.0
,,Méntrida. Hombres. Total habitantes. Personas. ,2024,3189.0
,,Méntrida. Mujeres. Total habitantes. Personas. ,2024,3084.0
,,Meñaka. Total. Total habitantes. Personas. ,2024,767.0
,,Meñaka. Hombres. Total habitantes. Personas. ,2024,400.0
,,Meñaka. Mujeres. Total habitantes. Personas. ,2024,367.0
,,Mequinenza. Total. Total habitantes. Personas. ,2024,2232.0
,,Mequinenza. Hombres. Total habitantes. Personas. ,2024,1122.0
,,Mequinenza. Mujeres. Total habitantes. Personas. ,2024,1110.0
,,Meranges. Total. Total habitantes. Personas. ,2024,112.0
,,Meranges. Hombres. Total habitantes. Personas. ,2024,63.0
,,Meranges. Mujeres. Total habitantes. Personas. ,2024,49.0
,,"Merca, A. Total. Total habitantes. Personas. ",2024,1916.0
,,"Merca, A. Hombres. Total habitantes. Personas. ",2024,963.0
,,"Merca, A. Mujeres. Total habitantes. Personas. ",2024,953.0
,,"Mercadal, Es. Total. Total habitantes. Personas. ",2024,6215.0
,,"Mercadal, Es. Hombres. Total habitantes. Personas. ",2024,3165.0
,,"Mercadal, Es. Mujeres. Total habitantes. Personas. ",2024,3050.0
,,Mérida. Total. Total habitantes. Personas. ,2024,59857.0
,,Mérida. Hombres. Total habitantes. Personas. ,2024,29061.0
,,Mérida. Mujeres. Total habitantes. Personas. ,2024,30796.0
,,Merindad de Cuesta-Urria. Total. Total habitantes. Personas. ,2024,270.0
,,Merindad de Cuesta-Urria. Hombres. Total habitantes. Personas. ,2024,161.0
,,Merindad de Cuesta-Urria. Mujeres. Total habitantes. Personas. ,2024,109.0
,,Merindad de Montija. Total. Total habitantes. Personas. ,2024,736.0
,,Merindad de Montija. Hombres. Total habitantes. Personas. ,2024,436.0
,,Merindad de Montija. Mujeres. Total habitantes. Personas. ,2024,300.0
,,Merindad de Río Ubierna. Total. Total habitantes. Personas. ,2024,1411.0
,,Merindad de Río Ubierna. Hombres. Total habitantes. Personas. ,2024,792.0
,,Merindad de Río Ubierna. Mujeres. Total habitantes. Personas. ,2024,619.0
,,Merindad de Sotoscueva. Total. Total habitantes. Personas. ,2024,412.0
,,Merindad de Sotoscueva. Hombres. Total habitantes. Personas. ,2024,238.0
,,Merindad de Sotoscueva. Mujeres. Total habitantes. Personas. ,2024,174.0
,,Merindad de Valdeporres. Total. Total habitantes. Personas. ,2024,421.0
,,Merindad de Valdeporres. Hombres. Total habitantes. Personas. ,2024,214.0
,,Merindad de Valdeporres. Mujeres. Total habitantes. Personas. ,2024,207.0
,,Merindad de Valdivielso. Total. Total habitantes. Personas. ,2024,401.0
,,Merindad de Valdivielso. Hombres. Total habitantes. Personas. ,2024,224.0
,,Merindad de Valdivielso. Mujeres. Total habitantes. Personas. ,2024,177.0
,,Meruelo. Total. Total habitantes. Personas. ,2024,2311.0
,,Meruelo. Hombres. Total habitantes. Personas. ,2024,1148.0
,,Meruelo. Mujeres. Total habitantes. Personas. ,2024,1163.0
,,Mesas de Ibor. Total. Total habitantes. Personas. ,2024,152.0
,,Mesas de Ibor. Hombres. Total habitantes. Personas. ,2024,75.0
,,Mesas de Ibor. Mujeres. Total habitantes. Personas. ,2024,77.0
,,"Mesas, Las. Total. Total habitantes. Personas. ",2024,2271.0
,,"Mesas, Las. Hombres. Total habitantes. Personas. ",2024,1177.0
,,"Mesas, Las. Mujeres. Total habitantes. Personas. ",2024,1094.0
,,Mesegar de Corneja. Total. Total habitantes. Personas. ,2024,66.0
,,Mesegar de Corneja. Hombres. Total habitantes. Personas. ,2024,36.0
,,Mesegar de Corneja. Mujeres. Total habitantes. Personas. ,2024,30.0
,,Mesegar de Tajo. Total. Total habitantes. Personas. ,2024,200.0
,,Mesegar de Tajo. Hombres. Total habitantes. Personas. ,2024,110.0
,,Mesegar de Tajo. Mujeres. Total habitantes. Personas. ,2024,90.0
,,Mesía. Total. Total habitantes. Personas. ,2024,2383.0
,,Mesía. Hombres. Total habitantes. Personas. ,2024,1200.0
,,Mesía. Mujeres. Total habitantes. Personas. ,2024,1183.0
,,Mesones de Isuela. Total. Total habitantes. Personas. ,2024,266.0
,,Mesones de Isuela. Hombres. Total habitantes. Personas. ,2024,140.0
,,Mesones de Isuela. Mujeres. Total habitantes. Personas. ,2024,126.0
,,Mestanza. Total. Total habitantes. Personas. ,2024,657.0
,,Mestanza. Hombres. Total habitantes. Personas. ,2024,346.0
,,Mestanza. Mujeres. Total habitantes. Personas. ,2024,311.0
,,Metauten. Total. Total habitantes. Personas. ,2024,262.0
,,Metauten. Hombres. Total habitantes. Personas. ,2024,150.0
,,Metauten. Mujeres. Total habitantes. Personas. ,2024,112.0
,,Mezalocha. Total. Total habitantes. Personas. ,2024,206.0
,,Mezalocha. Hombres. Total habitantes. Personas. ,2024,111.0
,,Mezalocha. Mujeres. Total habitantes. Personas. ,2024,95.0
,,Mezquita de Jarque. Total. Total habitantes. Personas. ,2024,81.0
,,Mezquita de Jarque. Hombres. Total habitantes. Personas. ,2024,45.0
,,Mezquita de Jarque. Mujeres. Total habitantes. Personas. ,2024,36.0
,,"Mezquita, A. Total. Total habitantes. Personas. ",2024,1006.0
,,"Mezquita, A. Hombres. Total habitantes. Personas. ",2024,514.0
,,"Mezquita, A. Mujeres. Total habitantes. Personas. ",2024,492.0
,,Miajadas. Total. Total habitantes. Personas. ,2024,9370.0
,,Miajadas. Hombres. Total habitantes. Personas. ,2024,4656.0
,,Miajadas. Mujeres. Total habitantes. Personas. ,2024,4714.0
,,Mianos. Total. Total habitantes. Personas. ,2024,28.0
,,Mianos. Hombres. Total habitantes. Personas. ,2024,17.0
,,Mianos. Mujeres. Total habitantes. Personas. ,2024,11.0
,,Micereces de Tera. Total. Total habitantes. Personas. ,2024,414.0
,,Micereces de Tera. Hombres. Total habitantes. Personas. ,2024,216.0
,,Micereces de Tera. Mujeres. Total habitantes. Personas. ,2024,198.0
,,Micieces de Ojeda. Total. Total habitantes. Personas. ,2024,71.0
,,Micieces de Ojeda. Hombres. Total habitantes. Personas. ,2024,42.0
,,Micieces de Ojeda. Mujeres. Total habitantes. Personas. ,2024,29.0
,,Miedes de Aragón. Total. Total habitantes. Personas. ,2024,403.0
,,Miedes de Aragón. Hombres. Total habitantes. Personas. ,2024,214.0
,,Miedes de Aragón. Mujeres. Total habitantes. Personas. ,2024,189.0
,,Miedes de Atienza. Total. Total habitantes. Personas. ,2024,59.0
,,Miedes de Atienza. Hombres. Total habitantes. Personas. ,2024,38.0
,,Miedes de Atienza. Mujeres. Total habitantes. Personas. ,2024,21.0
,,Miengo. Total. Total habitantes. Personas. ,2024,5221.0
,,Miengo. Hombres. Total habitantes. Personas. ,2024,2682.0
,,Miengo. Mujeres. Total habitantes. Personas. ,2024,2539.0
,,Miera. Total. Total habitantes. Personas. ,2024,398.0
,,Miera. Hombres. Total habitantes. Personas. ,2024,211.0
,,Miera. Mujeres. Total habitantes. Personas. ,2024,187.0
,,Mieres. Total. Total habitantes. Personas. ,2024,349.0
,,Mieres. Hombres. Total habitantes. Personas. ,2024,178.0
,,Mieres. Mujeres. Total habitantes. Personas. ,2024,171.0
,,Mieres. Total. Total habitantes. Personas. ,2024,36132.0
,,Mieres. Hombres. Total habitantes. Personas. ,2024,17203.0
,,Mieres. Mujeres. Total habitantes. Personas. ,2024,18929.0
,,"Mierla, La. Total. Total habitantes. Personas. ",2024,38.0
,,"Mierla, La. Hombres. Total habitantes. Personas. ",2024,23.0
,,"Mierla, La. Mujeres. Total habitantes. Personas. ",2024,15.0
,,Mieza. Total. Total habitantes. Personas. ,2024,176.0
,,Mieza. Hombres. Total habitantes. Personas. ,2024,92.0
,,Mieza. Mujeres. Total habitantes. Personas. ,2024,84.0
,,"Migjorn Gran, Es. Total. Total habitantes. Personas. ",2024,1690.0
,,"Migjorn Gran, Es. Hombres. Total habitantes. Personas. ",2024,872.0
,,"Migjorn Gran, Es. Mujeres. Total habitantes. Personas. ",2024,818.0
,,Miguel Esteban. Total. Total habitantes. Personas. ,2024,4733.0
,,Miguel Esteban. Hombres. Total habitantes. Personas. ,2024,2382.0
,,Miguel Esteban. Mujeres. Total habitantes. Personas. ,2024,2351.0
,,Migueláñez. Total. Total habitantes. Personas. ,2024,138.0
,,Migueláñez. Hombres. Total habitantes. Personas. ,2024,74.0
,,Migueláñez. Mujeres. Total habitantes. Personas. ,2024,64.0
,,Miguelturra. Total. Total habitantes. Personas. ,2024,15834.0
,,Miguelturra. Hombres. Total habitantes. Personas. ,2024,7963.0
,,Miguelturra. Mujeres. Total habitantes. Personas. ,2024,7871.0
,,Mijares. Total. Total habitantes. Personas. ,2024,731.0
,,Mijares. Hombres. Total habitantes. Personas. ,2024,398.0
,,Mijares. Mujeres. Total habitantes. Personas. ,2024,333.0
,,Mijas. Total. Total habitantes. Personas. ,2024,93302.0
,,Mijas. Hombres. Total habitantes. Personas. ,2024,46196.0
,,Mijas. Mujeres. Total habitantes. Personas. ,2024,47106.0
,,"Milà, El. Total. Total habitantes. Personas. ",2024,197.0
,,"Milà, El. Hombres. Total habitantes. Personas. ",2024,99.0
,,"Milà, El. Mujeres. Total habitantes. Personas. ",2024,98.0
,,Milagro. Total. Total habitantes. Personas. ,2024,3639.0
,,Milagro. Hombres. Total habitantes. Personas. ,2024,1855.0
,,Milagro. Mujeres. Total habitantes. Personas. ,2024,1784.0
,,Milagros. Total. Total habitantes. Personas. ,2024,415.0
,,Milagros. Hombres. Total habitantes. Personas. ,2024,215.0
,,Milagros. Mujeres. Total habitantes. Personas. ,2024,200.0
,,"Milano, El. Total. Total habitantes. Personas. ",2024,88.0
,,"Milano, El. Hombres. Total habitantes. Personas. ",2024,54.0
,,"Milano, El. Mujeres. Total habitantes. Personas. ",2024,34.0
,,Millana. Total. Total habitantes. Personas. ,2024,124.0
,,Millana. Hombres. Total habitantes. Personas. ,2024,75.0
,,Millana. Mujeres. Total habitantes. Personas. ,2024,49.0
,,Millanes. Total. Total habitantes. Personas. ,2024,223.0
,,Millanes. Hombres. Total habitantes. Personas. ,2024,116.0
,,Millanes. Mujeres. Total habitantes. Personas. ,2024,107.0
,,Millares. Total. Total habitantes. Personas. ,2024,329.0
,,Millares. Hombres. Total habitantes. Personas. ,2024,166.0
,,Millares. Mujeres. Total habitantes. Personas. ,2024,163.0
,,Millena. Total. Total habitantes. Personas. ,2024,249.0
,,Millena. Hombres. Total habitantes. Personas. ,2024,136.0
,,Millena. Mujeres. Total habitantes. Personas. ,2024,113.0
,,Milles de la Polvorosa. Total. Total habitantes. Personas. ,2024,199.0
,,Milles de la Polvorosa. Hombres. Total habitantes. Personas. ,2024,110.0
,,Milles de la Polvorosa. Mujeres. Total habitantes. Personas. ,2024,89.0
,,Milmarcos. Total. Total habitantes. Personas. ,2024,70.0
,,Milmarcos. Hombres. Total habitantes. Personas. ,2024,42.0
,,Milmarcos. Mujeres. Total habitantes. Personas. ,2024,28.0
,,Minas de Riotinto. Total. Total habitantes. Personas. ,2024,3713.0
,,Minas de Riotinto. Hombres. Total habitantes. Personas. ,2024,1797.0
,,Minas de Riotinto. Mujeres. Total habitantes. Personas. ,2024,1916.0
,,Minaya. Total. Total habitantes. Personas. ,2024,1387.0
,,Minaya. Hombres. Total habitantes. Personas. ,2024,694.0
,,Minaya. Mujeres. Total habitantes. Personas. ,2024,693.0
,,Minglanilla. Total. Total habitantes. Personas. ,2024,2322.0
,,Minglanilla. Hombres. Total habitantes. Personas. ,2024,1203.0
,,Minglanilla. Mujeres. Total habitantes. Personas. ,2024,1119.0
,,Mingorría. Total. Total habitantes. Personas. ,2024,410.0
,,Mingorría. Hombres. Total habitantes. Personas. ,2024,216.0
,,Mingorría. Mujeres. Total habitantes. Personas. ,2024,194.0
,,Miño. Total. Total habitantes. Personas. ,2024,6946.0
,,Miño. Hombres. Total habitantes. Personas. ,2024,3447.0
,,Miño. Mujeres. Total habitantes. Personas. ,2024,3499.0
,,Miño de Medinaceli. Total. Total habitantes. Personas. ,2024,78.0
,,Miño de Medinaceli. Hombres. Total habitantes. Personas. ,2024,48.0
,,Miño de Medinaceli. Mujeres. Total habitantes. Personas. ,2024,30.0
,,Miño de San Esteban. Total. Total habitantes. Personas. ,2024,40.0
,,Miño de San Esteban. Hombres. Total habitantes. Personas. ,2024,26.0
,,Miño de San Esteban. Mujeres. Total habitantes. Personas. ,2024,14.0
,,"Miñosa, La. Total. Total habitantes. Personas. ",2024,32.0
,,"Miñosa, La. Hombres. Total habitantes. Personas. ",2024,19.0
,,"Miñosa, La. Mujeres. Total habitantes. Personas. ",2024,13.0
,,Mira. Total. Total habitantes. Personas. ,2024,921.0
,,Mira. Hombres. Total habitantes. Personas. ,2024,465.0
,,Mira. Mujeres. Total habitantes. Personas. ,2024,456.0
,,Mirabel. Total. Total habitantes. Personas. ,2024,632.0
,,Mirabel. Hombres. Total habitantes. Personas. ,2024,324.0
,,Mirabel. Mujeres. Total habitantes. Personas. ,2024,308.0
,,Mirabueno. Total. Total habitantes. Personas. ,2024,85.0
,,Mirabueno. Hombres. Total habitantes. Personas. ,2024,49.0
,,Mirabueno. Mujeres. Total habitantes. Personas. ,2024,36.0
,,Miraflores de la Sierra. Total. Total habitantes. Personas. ,2024,7139.0
,,Miraflores de la Sierra. Hombres. Total habitantes. Personas. ,2024,3623.0
,,Miraflores de la Sierra. Mujeres. Total habitantes. Personas. ,2024,3516.0
,,Mirafuentes. Total. Total habitantes. Personas. ,2024,58.0
,,Mirafuentes. Hombres. Total habitantes. Personas. ,2024,28.0
,,Mirafuentes. Mujeres. Total habitantes. Personas. ,2024,30.0
,,Miralcamp. Total. Total habitantes. Personas. ,2024,1390.0
,,Miralcamp. Hombres. Total habitantes. Personas. ,2024,721.0
,,Miralcamp. Mujeres. Total habitantes. Personas. ,2024,669.0
,,Miralrío. Total. Total habitantes. Personas. ,2024,55.0
,,Miralrío. Hombres. Total habitantes. Personas. ,2024,34.0
,,Miralrío. Mujeres. Total habitantes. Personas. ,2024,21.0
,,Miramar. Total. Total habitantes. Personas. ,2024,3020.0
,,Miramar. Hombres. Total habitantes. Personas. ,2024,1528.0
,,Miramar. Mujeres. Total habitantes. Personas. ,2024,1492.0
,,Mirambel. Total. Total habitantes. Personas. ,2024,107.0
,,Mirambel. Hombres. Total habitantes. Personas. ,2024,62.0
,,Mirambel. Mujeres. Total habitantes. Personas. ,2024,45.0
,,Miranda de Arga. Total. Total habitantes. Personas. ,2024,903.0
,,Miranda de Arga. Hombres. Total habitantes. Personas. ,2024,481.0
,,Miranda de Arga. Mujeres. Total habitantes. Personas. ,2024,422.0
,,Miranda de Azán. Total. Total habitantes. Personas. ,2024,447.0
,,Miranda de Azán. Hombres. Total habitantes. Personas. ,2024,248.0
,,Miranda de Azán. Mujeres. Total habitantes. Personas. ,2024,199.0
,,Miranda de Ebro. Total. Total habitantes. Personas. ,2024,36018.0
,,Miranda de Ebro. Hombres. Total habitantes. Personas. ,2024,17793.0
,,Miranda de Ebro. Mujeres. Total habitantes. Personas. ,2024,18225.0
,,Miranda del Castañar. Total. Total habitantes. Personas. ,2024,381.0
,,Miranda del Castañar. Hombres. Total habitantes. Personas. ,2024,209.0
,,Miranda del Castañar. Mujeres. Total habitantes. Personas. ,2024,172.0
,,Mirandilla. Total. Total habitantes. Personas. ,2024,1246.0
,,Mirandilla. Hombres. Total habitantes. Personas. ,2024,619.0
,,Mirandilla. Mujeres. Total habitantes. Personas. ,2024,627.0
,,Miraveche. Total. Total habitantes. Personas. ,2024,95.0
,,Miraveche. Hombres. Total habitantes. Personas. ,2024,58.0
,,Miraveche. Mujeres. Total habitantes. Personas. ,2024,37.0
,,Miravet. Total. Total habitantes. Personas. ,2024,688.0
,,Miravet. Hombres. Total habitantes. Personas. ,2024,363.0
,,Miravet. Mujeres. Total habitantes. Personas. ,2024,325.0
,,Miravete de la Sierra. Total. Total habitantes. Personas. ,2024,32.0
,,Miravete de la Sierra. Hombres. Total habitantes. Personas. ,2024,21.0
,,Miravete de la Sierra. Mujeres. Total habitantes. Personas. ,2024,11.0
,,"Mirón, El. Total. Total habitantes. Personas. ",2024,98.0
,,"Mirón, El. Hombres. Total habitantes. Personas. ",2024,61.0
,,"Mirón, El. Mujeres. Total habitantes. Personas. ",2024,37.0
,,Mironcillo. Total. Total habitantes. Personas. ,2024,112.0
,,Mironcillo. Hombres. Total habitantes. Personas. ,2024,59.0
,,Mironcillo. Mujeres. Total habitantes. Personas. ,2024,53.0
,,Mirueña de los Infanzones. Total. Total habitantes. Personas. ,2024,95.0
,,Mirueña de los Infanzones. Hombres. Total habitantes. Personas. ,2024,51.0
,,Mirueña de los Infanzones. Mujeres. Total habitantes. Personas. ,2024,44.0
,,Mislata. Total. Total habitantes. Personas. ,2024,46153.0
,,Mislata. Hombres. Total habitantes. Personas. ,2024,22298.0
,,Mislata. Mujeres. Total habitantes. Personas. ,2024,23855.0
,,Moaña. Total. Total habitantes. Personas. ,2024,19315.0
,,Moaña. Hombres. Total habitantes. Personas. ,2024,9395.0
,,Moaña. Mujeres. Total habitantes. Personas. ,2024,9920.0
,,Mocejón. Total. Total habitantes. Personas. ,2024,5172.0
,,Mocejón. Hombres. Total habitantes. Personas. ,2024,2598.0
,,Mocejón. Mujeres. Total habitantes. Personas. ,2024,2574.0
,,Mochales. Total. Total habitantes. Personas. ,2024,35.0
,,Mochales. Hombres. Total habitantes. Personas. ,2024,17.0
,,Mochales. Mujeres. Total habitantes. Personas. ,2024,18.0
,,Moclín. Total. Total habitantes. Personas. ,2024,3529.0
,,Moclín. Hombres. Total habitantes. Personas. ,2024,1767.0
,,Moclín. Mujeres. Total habitantes. Personas. ,2024,1762.0
,,Moclinejo. Total. Total habitantes. Personas. ,2024,1227.0
,,Moclinejo. Hombres. Total habitantes. Personas. ,2024,629.0
,,Moclinejo. Mujeres. Total habitantes. Personas. ,2024,598.0
,,Modúbar de la Emparedada. Total. Total habitantes. Personas. ,2024,769.0
,,Modúbar de la Emparedada. Hombres. Total habitantes. Personas. ,2024,424.0
,,Modúbar de la Emparedada. Mujeres. Total habitantes. Personas. ,2024,345.0
,,Moeche. Total. Total habitantes. Personas. ,2024,1200.0
,,Moeche. Hombres. Total habitantes. Personas. ,2024,585.0
,,Moeche. Mujeres. Total habitantes. Personas. ,2024,615.0
,,Mogán. Total. Total habitantes. Personas. ,2024,21175.0
,,Mogán. Hombres. Total habitantes. Personas. ,2024,10893.0
,,Mogán. Mujeres. Total habitantes. Personas. ,2024,10282.0
,,Mogarraz. Total. Total habitantes. Personas. ,2024,252.0
,,Mogarraz. Hombres. Total habitantes. Personas. ,2024,128.0
,,Mogarraz. Mujeres. Total habitantes. Personas. ,2024,124.0
,,Moixent/Mogente. Total. Total habitantes. Personas. ,2024,4373.0
,,Moixent/Mogente. Hombres. Total habitantes. Personas. ,2024,2183.0
,,Moixent/Mogente. Mujeres. Total habitantes. Personas. ,2024,2190.0
,,Moguer. Total. Total habitantes. Personas. ,2024,23551.0
,,Moguer. Hombres. Total habitantes. Personas. ,2024,11826.0
,,Moguer. Mujeres. Total habitantes. Personas. ,2024,11725.0
,,Mohedas de Granadilla. Total. Total habitantes. Personas. ,2024,850.0
,,Mohedas de Granadilla. Hombres. Total habitantes. Personas. ,2024,417.0
,,Mohedas de Granadilla. Mujeres. Total habitantes. Personas. ,2024,433.0
,,Mohedas de la Jara. Total. Total habitantes. Personas. ,2024,410.0
,,Mohedas de la Jara. Hombres. Total habitantes. Personas. ,2024,218.0
,,Mohedas de la Jara. Mujeres. Total habitantes. Personas. ,2024,192.0
,,Mohernando. Total. Total habitantes. Personas. ,2024,164.0
,,Mohernando. Hombres. Total habitantes. Personas. ,2024,93.0
,,Mohernando. Mujeres. Total habitantes. Personas. ,2024,71.0
,,Moià. Total. Total habitantes. Personas. ,2024,6738.0
,,Moià. Hombres. Total habitantes. Personas. ,2024,3480.0
,,Moià. Mujeres. Total habitantes. Personas. ,2024,3258.0
,,Mojácar. Total. Total habitantes. Personas. ,2024,7517.0
,,Mojácar. Hombres. Total habitantes. Personas. ,2024,3689.0
,,Mojácar. Mujeres. Total habitantes. Personas. ,2024,3828.0
,,Mojados. Total. Total habitantes. Personas. ,2024,3393.0
,,Mojados. Hombres. Total habitantes. Personas. ,2024,1764.0
,,Mojados. Mujeres. Total habitantes. Personas. ,2024,1629.0
,,"Mojonera, La. Total. Total habitantes. Personas. ",2024,8677.0
,,"Mojonera, La. Hombres. Total habitantes. Personas. ",2024,4747.0
,,"Mojonera, La. Mujeres. Total habitantes. Personas. ",2024,3930.0
,,Molacillos. Total. Total habitantes. Personas. ,2024,233.0
,,Molacillos. Hombres. Total habitantes. Personas. ,2024,127.0
,,Molacillos. Mujeres. Total habitantes. Personas. ,2024,106.0
,,"Molar, El. Total. Total habitantes. Personas. ",2024,10052.0
,,"Molar, El. Hombres. Total habitantes. Personas. ",2024,5076.0
,,"Molar, El. Mujeres. Total habitantes. Personas. ",2024,4976.0
,,"Molar, El. Total. Total habitantes. Personas. ",2024,307.0
,,"Molar, El. Hombres. Total habitantes. Personas. ",2024,151.0
,,"Molar, El. Mujeres. Total habitantes. Personas. ",2024,156.0
,,"Molares, Los. Total. Total habitantes. Personas. ",2024,3636.0
,,"Molares, Los. Hombres. Total habitantes. Personas. ",2024,1856.0
,,"Molares, Los. Mujeres. Total habitantes. Personas. ",2024,1780.0
,,Molezuelas de la Carballeda. Total. Total habitantes. Personas. ,2024,46.0
,,Molezuelas de la Carballeda. Hombres. Total habitantes. Personas. ,2024,25.0
,,Molezuelas de la Carballeda. Mujeres. Total habitantes. Personas. ,2024,21.0
,,Molina de Aragón. Total. Total habitantes. Personas. ,2024,3280.0
,,Molina de Aragón. Hombres. Total habitantes. Personas. ,2024,1643.0
,,Molina de Aragón. Mujeres. Total habitantes. Personas. ,2024,1637.0
,,Molina de Segura. Total. Total habitantes. Personas. ,2024,77493.0
,,Molina de Segura. Hombres. Total habitantes. Personas. ,2024,38626.0
,,Molina de Segura. Mujeres. Total habitantes. Personas. ,2024,38867.0
,,Molinaseca. Total. Total habitantes. Personas. ,2024,872.0
,,Molinaseca. Hombres. Total habitantes. Personas. ,2024,477.0
,,Molinaseca. Mujeres. Total habitantes. Personas. ,2024,395.0
,,Molinicos. Total. Total habitantes. Personas. ,2024,785.0
,,Molinicos. Hombres. Total habitantes. Personas. ,2024,403.0
,,Molinicos. Mujeres. Total habitantes. Personas. ,2024,382.0
,,Molinillo. Total. Total habitantes. Personas. ,2024,43.0
,,Molinillo. Hombres. Total habitantes. Personas. ,2024,23.0
,,Molinillo. Mujeres. Total habitantes. Personas. ,2024,20.0
,,Molinos. Total. Total habitantes. Personas. ,2024,228.0
,,Molinos. Hombres. Total habitantes. Personas. ,2024,124.0
,,Molinos. Mujeres. Total habitantes. Personas. ,2024,104.0
,,Molinos de Duero. Total. Total habitantes. Personas. ,2024,158.0
,,Molinos de Duero. Hombres. Total habitantes. Personas. ,2024,90.0
,,Molinos de Duero. Mujeres. Total habitantes. Personas. ,2024,68.0
,,"Molinos, Los. Total. Total habitantes. Personas. ",2024,4731.0
,,"Molinos, Los. Hombres. Total habitantes. Personas. ",2024,2340.0
,,"Molinos, Los. Mujeres. Total habitantes. Personas. ",2024,2391.0
,,Molins de Rei. Total. Total habitantes. Personas. ,2024,26948.0
,,Molins de Rei. Hombres. Total habitantes. Personas. ,2024,13106.0
,,Molins de Rei. Mujeres. Total habitantes. Personas. ,2024,13842.0
,,Molledo. Total. Total habitantes. Personas. ,2024,1480.0
,,Molledo. Hombres. Total habitantes. Personas. ,2024,730.0
,,Molledo. Mujeres. Total habitantes. Personas. ,2024,750.0
,,Mollerussa. Total. Total habitantes. Personas. ,2024,15544.0
,,Mollerussa. Hombres. Total habitantes. Personas. ,2024,8048.0
,,Mollerussa. Mujeres. Total habitantes. Personas. ,2024,7496.0
,,Mollet de Peralada. Total. Total habitantes. Personas. ,2024,215.0
,,Mollet de Peralada. Hombres. Total habitantes. Personas. ,2024,112.0
,,Mollet de Peralada. Mujeres. Total habitantes. Personas. ,2024,103.0
,,Mollet del Vallès. Total. Total habitantes. Personas. ,2024,52283.0
,,Mollet del Vallès. Hombres. Total habitantes. Personas. ,2024,25673.0
,,Mollet del Vallès. Mujeres. Total habitantes. Personas. ,2024,26610.0
,,Mollina. Total. Total habitantes. Personas. ,2024,5449.0
,,Mollina. Hombres. Total habitantes. Personas. ,2024,2706.0
,,Mollina. Mujeres. Total habitantes. Personas. ,2024,2743.0
,,Molló. Total. Total habitantes. Personas. ,2024,374.0
,,Molló. Hombres. Total habitantes. Personas. ,2024,176.0
,,Molló. Mujeres. Total habitantes. Personas. ,2024,198.0
,,"Molsosa, La. Total. Total habitantes. Personas. ",2024,103.0
,,"Molsosa, La. Hombres. Total habitantes. Personas. ",2024,49.0
,,"Molsosa, La. Mujeres. Total habitantes. Personas. ",2024,54.0
,,Molvízar. Total. Total habitantes. Personas. ,2024,2730.0
,,Molvízar. Hombres. Total habitantes. Personas. ,2024,1411.0
,,Molvízar. Mujeres. Total habitantes. Personas. ,2024,1319.0
,,Mombeltrán. Total. Total habitantes. Personas. ,2024,916.0
,,Mombeltrán. Hombres. Total habitantes. Personas. ,2024,479.0
,,Mombeltrán. Mujeres. Total habitantes. Personas. ,2024,437.0
,,Momblona. Total. Total habitantes. Personas. ,2024,18.0
,,Momblona. Hombres. Total habitantes. Personas. ,2024,15.0
,,Momblona. Mujeres. Total habitantes. Personas. ,2024,3.0
,,Mombuey. Total. Total habitantes. Personas. ,2024,386.0
,,Mombuey. Hombres. Total habitantes. Personas. ,2024,201.0
,,Mombuey. Mujeres. Total habitantes. Personas. ,2024,185.0
,,Monachil. Total. Total habitantes. Personas. ,2024,8608.0
,,Monachil. Hombres. Total habitantes. Personas. ,2024,4358.0
