cod_prov,cod_muni,municipio,year,population
,,Vallgorguina. Mujeres. Total habitantes. Personas. ,2024,1560.0
,,Vallibona. Total. Total habitantes. Personas. ,2024,64.0
,,Vallibona. Hombres. Total habitantes. Personas. ,2024,37.0
,,Vallibona. Mujeres. Total habitantes. Personas. ,2024,27.0
,,Vallirana. Total. Total habitantes. Personas. ,2024,15985.0
,,Vallirana. Hombres. Total habitantes. Personas. ,2024,7984.0
,,Vallirana. Mujeres. Total habitantes. Personas. ,2024,8001.0
,,Vall-llobrega. Total. Total habitantes. Personas. ,2024,906.0
,,Vall-llobrega. Hombres. Total habitantes. Personas. ,2024,467.0
,,Vall-llobrega. Mujeres. Total habitantes. Personas. ,2024,439.0
,,Vallmoll. Total. Total habitantes. Personas. ,2024,1951.0
,,Vallmoll. Hombres. Total habitantes. Personas. ,2024,989.0
,,Vallmoll. Mujeres. Total habitantes. Personas. ,2024,962.0
,,Vallromanes. Total. Total habitantes. Personas. ,2024,2742.0
,,Vallromanes. Hombres. Total habitantes. Personas. ,2024,1395.0
,,Vallromanes. Mujeres. Total habitantes. Personas. ,2024,1347.0
,,Valls. Total. Total habitantes. Personas. ,2024,25047.0
,,Valls. Hombres. Total habitantes. Personas. ,2024,12665.0
,,Valls. Mujeres. Total habitantes. Personas. ,2024,12382.0
,,"Valls d'Aguilar, Les. Total. Total habitantes. Personas. ",2024,262.0
,,"Valls d'Aguilar, Les. Hombres. Total habitantes. Personas. ",2024,146.0
,,"Valls d'Aguilar, Les. Mujeres. Total habitantes. Personas. ",2024,116.0
,,"Valls de Valira, Les. Total. Total habitantes. Personas. ",2024,810.0
,,"Valls de Valira, Les. Hombres. Total habitantes. Personas. ",2024,429.0
,,"Valls de Valira, Les. Mujeres. Total habitantes. Personas. ",2024,381.0
,,Valluércanes. Total. Total habitantes. Personas. ,2024,63.0
,,Valluércanes. Hombres. Total habitantes. Personas. ,2024,43.0
,,Valluércanes. Mujeres. Total habitantes. Personas. ,2024,20.0
,,Valmadrid. Total. Total habitantes. Personas. ,2024,127.0
,,Valmadrid. Hombres. Total habitantes. Personas. ,2024,75.0
,,Valmadrid. Mujeres. Total habitantes. Personas. ,2024,52.0
,,Valmala. Total. Total habitantes. Personas. ,2024,26.0
,,Valmala. Hombres. Total habitantes. Personas. ,2024,13.0
,,Valmala. Mujeres. Total habitantes. Personas. ,2024,13.0
,,Valmojado. Total. Total habitantes. Personas. ,2024,4771.0
,,Valmojado. Hombres. Total habitantes. Personas. ,2024,2387.0
,,Valmojado. Mujeres. Total habitantes. Personas. ,2024,2384.0
,,Válor. Total. Total habitantes. Personas. ,2024,660.0
,,Válor. Hombres. Total habitantes. Personas. ,2024,350.0
,,Válor. Mujeres. Total habitantes. Personas. ,2024,310.0
,,Valoria la Buena. Total. Total habitantes. Personas. ,2024,745.0
,,Valoria la Buena. Hombres. Total habitantes. Personas. ,2024,415.0
,,Valoria la Buena. Mujeres. Total habitantes. Personas. ,2024,330.0
,,Valpalmas. Total. Total habitantes. Personas. ,2024,126.0
,,Valpalmas. Hombres. Total habitantes. Personas. ,2024,62.0
,,Valpalmas. Mujeres. Total habitantes. Personas. ,2024,64.0
,,Valsalabroso. Total. Total habitantes. Personas. ,2024,119.0
,,Valsalabroso. Hombres. Total habitantes. Personas. ,2024,66.0
,,Valsalabroso. Mujeres. Total habitantes. Personas. ,2024,53.0
,,Valsalobre. Total. Total habitantes. Personas. ,2024,20.0
,,Valsalobre. Hombres. Total habitantes. Personas. ,2024,12.0
,,Valsalobre. Mujeres. Total habitantes. Personas. ,2024,8.0
,,Valseca. Total. Total habitantes. Personas. ,2024,218.0
,,Valseca. Hombres. Total habitantes. Personas. ,2024,119.0
,,Valseca. Mujeres. Total habitantes. Personas. ,2024,99.0
,,Valsequillo. Total. Total habitantes. Personas. ,2024,362.0
,,Valsequillo. Hombres. Total habitantes. Personas. ,2024,175.0
,,Valsequillo. Mujeres. Total habitantes. Personas. ,2024,187.0
,,Valsequillo de Gran Canaria. Total. Total habitantes. Personas. ,2024,9768.0
,,Valsequillo de Gran Canaria. Hombres. Total habitantes. Personas. ,2024,4917.0
,,Valsequillo de Gran Canaria. Mujeres. Total habitantes. Personas. ,2024,4851.0
,,Valtablado del Río. Total. Total habitantes. Personas. ,2024,8.0
,,Valtablado del Río. Hombres. Total habitantes. Personas. ,2024,5.0
,,Valtablado del Río. Mujeres. Total habitantes. Personas. ,2024,3.0
,,Valtajeros. Total. Total habitantes. Personas. ,2024,19.0
,,Valtajeros. Hombres. Total habitantes. Personas. ,2024,13.0
,,Valtajeros. Mujeres. Total habitantes. Personas. ,2024,6.0
,,Valtiendas. Total. Total habitantes. Personas. ,2024,77.0
,,Valtiendas. Hombres. Total habitantes. Personas. ,2024,48.0
,,Valtiendas. Mujeres. Total habitantes. Personas. ,2024,29.0
,,Valtierra. Total. Total habitantes. Personas. ,2024,2464.0
,,Valtierra. Hombres. Total habitantes. Personas. ,2024,1249.0
,,Valtierra. Mujeres. Total habitantes. Personas. ,2024,1215.0
,,Valtorres. Total. Total habitantes. Personas. ,2024,75.0
,,Valtorres. Hombres. Total habitantes. Personas. ,2024,37.0
,,Valtorres. Mujeres. Total habitantes. Personas. ,2024,38.0
,,Valverde. Total. Total habitantes. Personas. ,2024,5268.0
,,Valverde. Hombres. Total habitantes. Personas. ,2024,2622.0
,,Valverde. Mujeres. Total habitantes. Personas. ,2024,2646.0
,,Valverde de Alcalá. Total. Total habitantes. Personas. ,2024,553.0
,,Valverde de Alcalá. Hombres. Total habitantes. Personas. ,2024,287.0
,,Valverde de Alcalá. Mujeres. Total habitantes. Personas. ,2024,266.0
,,Valverde de Burguillos. Total. Total habitantes. Personas. ,2024,270.0
,,Valverde de Burguillos. Hombres. Total habitantes. Personas. ,2024,141.0
,,Valverde de Burguillos. Mujeres. Total habitantes. Personas. ,2024,129.0
,,Valverde de Campos. Total. Total habitantes. Personas. ,2024,91.0
,,Valverde de Campos. Hombres. Total habitantes. Personas. ,2024,53.0
,,Valverde de Campos. Mujeres. Total habitantes. Personas. ,2024,38.0
,,Valverde de Júcar. Total. Total habitantes. Personas. ,2024,1097.0
,,Valverde de Júcar. Hombres. Total habitantes. Personas. ,2024,553.0
,,Valverde de Júcar. Mujeres. Total habitantes. Personas. ,2024,544.0
,,Valverde de la Vera. Total. Total habitantes. Personas. ,2024,448.0
,,Valverde de la Vera. Hombres. Total habitantes. Personas. ,2024,226.0
,,Valverde de la Vera. Mujeres. Total habitantes. Personas. ,2024,222.0
,,Valverde de la Virgen. Total. Total habitantes. Personas. ,2024,7806.0
,,Valverde de la Virgen. Hombres. Total habitantes. Personas. ,2024,4047.0
,,Valverde de la Virgen. Mujeres. Total habitantes. Personas. ,2024,3759.0
,,Valverde de Leganés. Total. Total habitantes. Personas. ,2024,4218.0
,,Valverde de Leganés. Hombres. Total habitantes. Personas. ,2024,2096.0
,,Valverde de Leganés. Mujeres. Total habitantes. Personas. ,2024,2122.0
,,Valverde de Llerena. Total. Total habitantes. Personas. ,2024,566.0
,,Valverde de Llerena. Hombres. Total habitantes. Personas. ,2024,287.0
,,Valverde de Llerena. Mujeres. Total habitantes. Personas. ,2024,279.0
,,Valverde de los Arroyos. Total. Total habitantes. Personas. ,2024,91.0
,,Valverde de los Arroyos. Hombres. Total habitantes. Personas. ,2024,52.0
,,Valverde de los Arroyos. Mujeres. Total habitantes. Personas. ,2024,39.0
,,Valverde de Mérida. Total. Total habitantes. Personas. ,2024,1010.0
,,Valverde de Mérida. Hombres. Total habitantes. Personas. ,2024,515.0
,,Valverde de Mérida. Mujeres. Total habitantes. Personas. ,2024,495.0
,,Valverde de Valdelacasa. Total. Total habitantes. Personas. ,2024,57.0
,,Valverde de Valdelacasa. Hombres. Total habitantes. Personas. ,2024,29.0
,,Valverde de Valdelacasa. Mujeres. Total habitantes. Personas. ,2024,28.0
,,Valverde del Camino. Total. Total habitantes. Personas. ,2024,12611.0
,,Valverde del Camino. Hombres. Total habitantes. Personas. ,2024,6188.0
,,Valverde del Camino. Mujeres. Total habitantes. Personas. ,2024,6423.0
,,Valverde del Fresno. Total. Total habitantes. Personas. ,2024,2121.0
,,Valverde del Fresno. Hombres. Total habitantes. Personas. ,2024,1072.0
,,Valverde del Fresno. Mujeres. Total habitantes. Personas. ,2024,1049.0
,,Valverde del Majano. Total. Total habitantes. Personas. ,2024,1126.0
,,Valverde del Majano. Hombres. Total habitantes. Personas. ,2024,561.0
,,Valverde del Majano. Mujeres. Total habitantes. Personas. ,2024,565.0
,,Valverde-Enrique. Total. Total habitantes. Personas. ,2024,152.0
,,Valverde-Enrique. Hombres. Total habitantes. Personas. ,2024,79.0
,,Valverde-Enrique. Mujeres. Total habitantes. Personas. ,2024,73.0
,,Valverdejo. Total. Total habitantes. Personas. ,2024,87.0
,,Valverdejo. Hombres. Total habitantes. Personas. ,2024,45.0
,,Valverdejo. Mujeres. Total habitantes. Personas. ,2024,42.0
,,Valverdón. Total. Total habitantes. Personas. ,2024,264.0
,,Valverdón. Hombres. Total habitantes. Personas. ,2024,136.0
,,Valverdón. Mujeres. Total habitantes. Personas. ,2024,128.0
,,Vandellòs i l'Hospitalet de l'Infant. Total. Total habitantes. Personas. ,2024,7104.0
,,Vandellòs i l'Hospitalet de l'Infant. Hombres. Total habitantes. Personas. ,2024,3539.0
,,Vandellòs i l'Hospitalet de l'Infant. Mujeres. Total habitantes. Personas. ,2024,3565.0
,,"Vansa i Fórnols, La. Total. Total habitantes. Personas. ",2024,188.0
,,"Vansa i Fórnols, La. Hombres. Total habitantes. Personas. ",2024,97.0
,,"Vansa i Fórnols, La. Mujeres. Total habitantes. Personas. ",2024,91.0
,,Vara de Rey. Total. Total habitantes. Personas. ,2024,470.0
,,Vara de Rey. Hombres. Total habitantes. Personas. ,2024,236.0
,,Vara de Rey. Mujeres. Total habitantes. Personas. ,2024,234.0
,,Veciana. Total. Total habitantes. Personas. ,2024,172.0
,,Veciana. Hombres. Total habitantes. Personas. ,2024,95.0
,,Veciana. Mujeres. Total habitantes. Personas. ,2024,77.0
,,"Vecilla, La. Total. Total habitantes. Personas. ",2024,378.0
,,"Vecilla, La. Hombres. Total habitantes. Personas. ",2024,212.0
,,"Vecilla, La. Mujeres. Total habitantes. Personas. ",2024,166.0
,,Vecinos. Total. Total habitantes. Personas. ,2024,219.0
,,Vecinos. Hombres. Total habitantes. Personas. ,2024,105.0
,,Vecinos. Mujeres. Total habitantes. Personas. ,2024,114.0
,,Vedra. Total. Total habitantes. Personas. ,2024,4942.0
,,Vedra. Hombres. Total habitantes. Personas. ,2024,2428.0
,,Vedra. Mujeres. Total habitantes. Personas. ,2024,2514.0
,,Vega de Espinareda. Total. Total habitantes. Personas. ,2024,2007.0
,,Vega de Espinareda. Hombres. Total habitantes. Personas. ,2024,1020.0
,,Vega de Espinareda. Mujeres. Total habitantes. Personas. ,2024,987.0
,,Vega de Infanzones. Total. Total habitantes. Personas. ,2024,839.0
,,Vega de Infanzones. Hombres. Total habitantes. Personas. ,2024,429.0
,,Vega de Infanzones. Mujeres. Total habitantes. Personas. ,2024,410.0
,,Vega de Liébana. Total. Total habitantes. Personas. ,2024,690.0
,,Vega de Liébana. Hombres. Total habitantes. Personas. ,2024,367.0
,,Vega de Liébana. Mujeres. Total habitantes. Personas. ,2024,323.0
,,Vega de Pas. Total. Total habitantes. Personas. ,2024,768.0
,,Vega de Pas. Hombres. Total habitantes. Personas. ,2024,411.0
,,Vega de Pas. Mujeres. Total habitantes. Personas. ,2024,357.0
,,Vega de Ruiponce. Total. Total habitantes. Personas. ,2024,81.0
,,Vega de Ruiponce. Hombres. Total habitantes. Personas. ,2024,47.0
,,Vega de Ruiponce. Mujeres. Total habitantes. Personas. ,2024,34.0
,,Vega de San Mateo. Total. Total habitantes. Personas. ,2024,7856.0
,,Vega de San Mateo. Hombres. Total habitantes. Personas. ,2024,4002.0
,,Vega de San Mateo. Mujeres. Total habitantes. Personas. ,2024,3854.0
,,Vega de Santa María. Total. Total habitantes. Personas. ,2024,86.0
,,Vega de Santa María. Hombres. Total habitantes. Personas. ,2024,43.0
,,Vega de Santa María. Mujeres. Total habitantes. Personas. ,2024,43.0
,,Vega de Tera. Total. Total habitantes. Personas. ,2024,287.0
,,Vega de Tera. Hombres. Total habitantes. Personas. ,2024,145.0
,,Vega de Tera. Mujeres. Total habitantes. Personas. ,2024,142.0
,,Vega de Tirados. Total. Total habitantes. Personas. ,2024,149.0
,,Vega de Tirados. Hombres. Total habitantes. Personas. ,2024,80.0
,,Vega de Tirados. Mujeres. Total habitantes. Personas. ,2024,69.0
,,Vega de Valcarce. Total. Total habitantes. Personas. ,2024,552.0
,,Vega de Valcarce. Hombres. Total habitantes. Personas. ,2024,281.0
,,Vega de Valcarce. Mujeres. Total habitantes. Personas. ,2024,271.0
,,Vega de Valdetronco. Total. Total habitantes. Personas. ,2024,91.0
,,Vega de Valdetronco. Hombres. Total habitantes. Personas. ,2024,50.0
,,Vega de Valdetronco. Mujeres. Total habitantes. Personas. ,2024,41.0
,,Vega de Villalobos. Total. Total habitantes. Personas. ,2024,91.0
,,Vega de Villalobos. Hombres. Total habitantes. Personas. ,2024,43.0
,,Vega de Villalobos. Mujeres. Total habitantes. Personas. ,2024,48.0
,,Vega del Codorno. Total. Total habitantes. Personas. ,2024,143.0
,,Vega del Codorno. Hombres. Total habitantes. Personas. ,2024,82.0
,,Vega del Codorno. Mujeres. Total habitantes. Personas. ,2024,61.0
,,Vegacervera. Total. Total habitantes. Personas. ,2024,258.0
,,Vegacervera. Hombres. Total habitantes. Personas. ,2024,132.0
,,Vegacervera. Mujeres. Total habitantes. Personas. ,2024,126.0
,,Vegadeo. Total. Total habitantes. Personas. ,2024,3930.0
,,Vegadeo. Hombres. Total habitantes. Personas. ,2024,1874.0
,,Vegadeo. Mujeres. Total habitantes. Personas. ,2024,2056.0
,,Vegalatrave. Total. Total habitantes. Personas. ,2024,79.0
,,Vegalatrave. Hombres. Total habitantes. Personas. ,2024,43.0
,,Vegalatrave. Mujeres. Total habitantes. Personas. ,2024,36.0
,,Veganzones. Total. Total habitantes. Personas. ,2024,197.0
,,Veganzones. Hombres. Total habitantes. Personas. ,2024,104.0
,,Veganzones. Mujeres. Total habitantes. Personas. ,2024,93.0
,,Vegaquemada. Total. Total habitantes. Personas. ,2024,437.0
,,Vegaquemada. Hombres. Total habitantes. Personas. ,2024,253.0
,,Vegaquemada. Mujeres. Total habitantes. Personas. ,2024,184.0
,,Vegas de Matute. Total. Total habitantes. Personas. ,2024,339.0
,,Vegas de Matute. Hombres. Total habitantes. Personas. ,2024,202.0
,,Vegas de Matute. Mujeres. Total habitantes. Personas. ,2024,137.0
,,Vegas del Condado. Total. Total habitantes. Personas. ,2024,1154.0
,,Vegas del Condado. Hombres. Total habitantes. Personas. ,2024,663.0
,,Vegas del Condado. Mujeres. Total habitantes. Personas. ,2024,491.0
,,Vegas del Genil. Total. Total habitantes. Personas. ,2024,12325.0
,,Vegas del Genil. Hombres. Total habitantes. Personas. ,2024,6253.0
,,Vegas del Genil. Mujeres. Total habitantes. Personas. ,2024,6072.0
,,Vegaviana. Total. Total habitantes. Personas. ,2024,844.0
,,Vegaviana. Hombres. Total habitantes. Personas. ,2024,429.0
,,Vegaviana. Mujeres. Total habitantes. Personas. ,2024,415.0
,,Veguillas de la Sierra. Total. Total habitantes. Personas. ,2024,24.0
,,Veguillas de la Sierra. Hombres. Total habitantes. Personas. ,2024,14.0
,,Veguillas de la Sierra. Mujeres. Total habitantes. Personas. ,2024,10.0
,,"Veguillas, Las. Total. Total habitantes. Personas. ",2024,275.0
,,"Veguillas, Las. Hombres. Total habitantes. Personas. ",2024,141.0
,,"Veguillas, Las. Mujeres. Total habitantes. Personas. ",2024,134.0
,,"Veiga, A. Total. Total habitantes. Personas. ",2024,887.0
,,"Veiga, A. Hombres. Total habitantes. Personas. ",2024,471.0
,,"Veiga, A. Mujeres. Total habitantes. Personas. ",2024,416.0
,,Vejer de la Frontera. Total. Total habitantes. Personas. ,2024,12915.0
,,Vejer de la Frontera. Hombres. Total habitantes. Personas. ,2024,6448.0
,,Vejer de la Frontera. Mujeres. Total habitantes. Personas. ,2024,6467.0
,,Velada. Total. Total habitantes. Personas. ,2024,2907.0
,,Velada. Hombres. Total habitantes. Personas. ,2024,1492.0
,,Velada. Mujeres. Total habitantes. Personas. ,2024,1415.0
,,Velamazán. Total. Total habitantes. Personas. ,2024,67.0
,,Velamazán. Hombres. Total habitantes. Personas. ,2024,48.0
,,Velamazán. Mujeres. Total habitantes. Personas. ,2024,19.0
,,Velascálvaro. Total. Total habitantes. Personas. ,2024,163.0
,,Velascálvaro. Hombres. Total habitantes. Personas. ,2024,85.0
,,Velascálvaro. Mujeres. Total habitantes. Personas. ,2024,78.0
,,Velayos. Total. Total habitantes. Personas. ,2024,217.0
,,Velayos. Hombres. Total habitantes. Personas. ,2024,112.0
,,Velayos. Mujeres. Total habitantes. Personas. ,2024,105.0
,,Velefique. Total. Total habitantes. Personas. ,2024,246.0
,,Velefique. Hombres. Total habitantes. Personas. ,2024,140.0
,,Velefique. Mujeres. Total habitantes. Personas. ,2024,106.0
,,Vélez de Benaudalla. Total. Total habitantes. Personas. ,2024,3054.0
,,Vélez de Benaudalla. Hombres. Total habitantes. Personas. ,2024,1564.0
,,Vélez de Benaudalla. Mujeres. Total habitantes. Personas. ,2024,1490.0
,,Vélez-Blanco. Total. Total habitantes. Personas. ,2024,1933.0
,,Vélez-Blanco. Hombres. Total habitantes. Personas. ,2024,995.0
,,Vélez-Blanco. Mujeres. Total habitantes. Personas. ,2024,938.0
,,Vélez-Málaga. Total. Total habitantes. Personas. ,2024,85990.0
,,Vélez-Málaga. Hombres. Total habitantes. Personas. ,2024,42240.0
,,Vélez-Málaga. Mujeres. Total habitantes. Personas. ,2024,43750.0
,,Vélez-Rubio. Total. Total habitantes. Personas. ,2024,6613.0
,,Vélez-Rubio. Hombres. Total habitantes. Personas. ,2024,3224.0
,,Vélez-Rubio. Mujeres. Total habitantes. Personas. ,2024,3389.0
,,Velilla. Total. Total habitantes. Personas. ,2024,113.0
,,Velilla. Hombres. Total habitantes. Personas. ,2024,57.0
,,Velilla. Mujeres. Total habitantes. Personas. ,2024,56.0
,,Velilla de Cinca. Total. Total habitantes. Personas. ,2024,507.0
,,Velilla de Cinca. Hombres. Total habitantes. Personas. ,2024,278.0
,,Velilla de Cinca. Mujeres. Total habitantes. Personas. ,2024,229.0
,,Velilla de Ebro. Total. Total habitantes. Personas. ,2024,207.0
,,Velilla de Ebro. Hombres. Total habitantes. Personas. ,2024,107.0
,,Velilla de Ebro. Mujeres. Total habitantes. Personas. ,2024,100.0
,,Velilla de Jiloca. Total. Total habitantes. Personas. ,2024,74.0
,,Velilla de Jiloca. Hombres. Total habitantes. Personas. ,2024,34.0
,,Velilla de Jiloca. Mujeres. Total habitantes. Personas. ,2024,40.0
,,Velilla de la Sierra. Total. Total habitantes. Personas. ,2024,27.0
,,Velilla de la Sierra. Hombres. Total habitantes. Personas. ,2024,17.0
,,Velilla de la Sierra. Mujeres. Total habitantes. Personas. ,2024,10.0
,,Velilla de los Ajos. Total. Total habitantes. Personas. ,2024,15.0
,,Velilla de los Ajos. Hombres. Total habitantes. Personas. ,2024,10.0
,,Velilla de los Ajos. Mujeres. Total habitantes. Personas. ,2024,5.0
,,Velilla de San Antonio. Total. Total habitantes. Personas. ,2024,14003.0
,,Velilla de San Antonio. Hombres. Total habitantes. Personas. ,2024,6953.0
,,Velilla de San Antonio. Mujeres. Total habitantes. Personas. ,2024,7050.0
,,Velilla del Río Carrión. Total. Total habitantes. Personas. ,2024,1129.0
,,Velilla del Río Carrión. Hombres. Total habitantes. Personas. ,2024,572.0
,,Velilla del Río Carrión. Mujeres. Total habitantes. Personas. ,2024,557.0
,,"Vellés, La. Total. Total habitantes. Personas. ",2024,540.0
,,"Vellés, La. Hombres. Total habitantes. Personas. ",2024,291.0
,,"Vellés, La. Mujeres. Total habitantes. Personas. ",2024,249.0
,,Vellisca. Total. Total habitantes. Personas. ,2024,125.0
,,Vellisca. Hombres. Total habitantes. Personas. ,2024,71.0
,,Vellisca. Mujeres. Total habitantes. Personas. ,2024,54.0
