provincia,nombre_municipio,codigo_municipio,anio,nacionalidad,cantidad (personas)
Burgos,Vallarta de Bureba,9408,2022,Total,0.0
Burgos,Vallarta de Bureba,9408,2023,Total,1.0
Burgos,Vallarta de Bureba,9408,2024,Total,1.0
Burgos,Valle de Losa,9908,2021,Total,47.0
Burgos,Valle de Losa,9908,2022,Total,21.0
Burgos,Valle de Losa,9908,2023,Total,26.0
Burgos,Valle de Losa,9908,2024,Total,31.0
Burgos,Valle de Manzanedo,9409,2021,Total,8.0
Burgos,Valle de Manzanedo,9409,2022,Total,8.0
Burgos,Valle de Manzanedo,9409,2023,Total,4.0
Burgos,Valle de Manzanedo,9409,2024,Total,6.0
Burgos,Valle de Mena,9410,2021,Total,318.0
Burgos,Valle de Mena,9410,2022,Total,272.0
Burgos,Valle de Mena,9410,2023,Total,268.0
Burgos,Valle de Mena,9410,2024,Total,278.0
Burgos,Valle de Oca,9411,2021,Total,4.0
Burgos,Valle de Oca,9411,2022,Total,5.0
Burgos,Valle de Oca,9411,2023,Total,7.0
Burgos,Valle de Oca,9411,2024,Total,3.0
Burgos,Valle de Santibáñez,9902,2021,Total,17.0
Burgos,Valle de Santibáñez,9902,2022,Total,40.0
Burgos,Valle de Santibáñez,9902,2023,Total,22.0
Burgos,Valle de Santibáñez,9902,2024,Total,24.0
Burgos,Valle de Sedano,9905,2021,Total,27.0
Burgos,Valle de Sedano,9905,2022,Total,37.0
Burgos,Valle de Sedano,9905,2023,Total,19.0
Burgos,Valle de Sedano,9905,2024,Total,20.0
Burgos,Valle de Tobalina,9412,2021,Total,57.0
Burgos,Valle de Tobalina,9412,2022,Total,55.0
Burgos,Valle de Tobalina,9412,2023,Total,44.0
Burgos,Valle de Tobalina,9412,2024,Total,82.0
Burgos,Valle de Valdebezana,9413,2021,Total,30.0
Burgos,Valle de Valdebezana,9413,2022,Total,34.0
Burgos,Valle de Valdebezana,9413,2023,Total,28.0
Burgos,Valle de Valdebezana,9413,2024,Total,19.0
Burgos,Valle de Valdelaguna,9414,2021,Total,7.0
Burgos,Valle de Valdelaguna,9414,2022,Total,5.0
Burgos,Valle de Valdelaguna,9414,2023,Total,4.0
Burgos,Valle de Valdelaguna,9414,2024,Total,8.0
Burgos,Valle de Valdelucio,9415,2021,Total,16.0
Burgos,Valle de Valdelucio,9415,2022,Total,18.0
Burgos,Valle de Valdelucio,9415,2023,Total,21.0
Burgos,Valle de Valdelucio,9415,2024,Total,11.0
Burgos,Valle de Zamanzas,9416,2021,Total,1.0
Burgos,Valle de Zamanzas,9416,2022,Total,4.0
Burgos,Valle de Zamanzas,9416,2023,Total,0.0
Burgos,Valle de Zamanzas,9416,2024,Total,0.0
Burgos,Valle de las Navas,9904,2021,Total,21.0
Burgos,Valle de las Navas,9904,2022,Total,34.0
Burgos,Valle de las Navas,9904,2023,Total,34.0
Burgos,Valle de las Navas,9904,2024,Total,32.0
Burgos,Vallejera,9417,2021,Total,1.0
Burgos,Vallejera,9417,2022,Total,2.0
Burgos,Vallejera,9417,2023,Total,0.0
Burgos,Vallejera,9417,2024,Total,2.0
Burgos,Valles de Palenzuela,9418,2021,Total,0.0
Burgos,Valles de Palenzuela,9418,2022,Total,2.0
Burgos,Valles de Palenzuela,9418,2023,Total,2.0
Burgos,Valles de Palenzuela,9418,2024,Total,0.0
Burgos,Valluércanes,9419,2021,Total,2.0
Burgos,Valluércanes,9419,2022,Total,2.0
Burgos,Valluércanes,9419,2023,Total,4.0
Burgos,Valluércanes,9419,2024,Total,10.0
Burgos,Valmala,9407,2021,Total,3.0
Burgos,Valmala,9407,2022,Total,1.0
Burgos,Valmala,9407,2023,Total,2.0
Burgos,Valmala,9407,2024,Total,2.0
Burgos,"Vid de Bureba, La",9422,2021,Total,3.0
Burgos,"Vid de Bureba, La",9422,2022,Total,2.0
Burgos,"Vid de Bureba, La",9422,2023,Total,0.0
Burgos,"Vid de Bureba, La",9422,2024,Total,3.0
Burgos,"Vid y Barrios, La",9421,2021,Total,9.0
Burgos,"Vid y Barrios, La",9421,2022,Total,22.0
Burgos,"Vid y Barrios, La",9421,2023,Total,3.0
Burgos,"Vid y Barrios, La",9421,2024,Total,7.0
Burgos,Vileña,9423,2021,Total,0.0
Burgos,Vileña,9423,2022,Total,2.0
Burgos,Vileña,9423,2023,Total,4.0
Burgos,Vileña,9423,2024,Total,0.0
Burgos,Villadiego,9427,2021,Total,53.0
Burgos,Villadiego,9427,2022,Total,72.0
Burgos,Villadiego,9427,2023,Total,63.0
Burgos,Villadiego,9427,2024,Total,71.0
Burgos,Villaescusa de Roa,9428,2021,Total,5.0
Burgos,Villaescusa de Roa,9428,2022,Total,9.0
Burgos,Villaescusa de Roa,9428,2023,Total,1.0
Burgos,Villaescusa de Roa,9428,2024,Total,4.0
Burgos,Villaescusa la Sombría,9429,2021,Total,5.0
Burgos,Villaescusa la Sombría,9429,2022,Total,4.0
Burgos,Villaescusa la Sombría,9429,2023,Total,8.0
Burgos,Villaescusa la Sombría,9429,2024,Total,3.0
Burgos,Villaespasa,9430,2021,Total,0.0
Burgos,Villaespasa,9430,2022,Total,2.0
Burgos,Villaespasa,9430,2023,Total,0.0
Burgos,Villaespasa,9430,2024,Total,0.0
Burgos,Villafranca Montes de Oca,9431,2021,Total,5.0
Burgos,Villafranca Montes de Oca,9431,2022,Total,11.0
Burgos,Villafranca Montes de Oca,9431,2023,Total,5.0
Burgos,Villafranca Montes de Oca,9431,2024,Total,5.0
Burgos,Villafruela,9432,2021,Total,0.0
Burgos,Villafruela,9432,2022,Total,0.0
Burgos,Villafruela,9432,2023,Total,6.0
Burgos,Villafruela,9432,2024,Total,1.0
Burgos,Villagalijo,9433,2021,Total,0.0
Burgos,Villagalijo,9433,2022,Total,5.0
Burgos,Villagalijo,9433,2023,Total,1.0
Burgos,Villagalijo,9433,2024,Total,4.0
Burgos,Villagonzalo Pedernales,9434,2021,Total,65.0
Burgos,Villagonzalo Pedernales,9434,2022,Total,95.0
Burgos,Villagonzalo Pedernales,9434,2023,Total,79.0
Burgos,Villagonzalo Pedernales,9434,2024,Total,93.0
Burgos,Villahoz,9437,2021,Total,16.0
Burgos,Villahoz,9437,2022,Total,20.0
Burgos,Villahoz,9437,2023,Total,8.0
Burgos,Villahoz,9437,2024,Total,8.0
Burgos,Villalba de Duero,9438,2021,Total,20.0
Burgos,Villalba de Duero,9438,2022,Total,20.0
Burgos,Villalba de Duero,9438,2023,Total,26.0
Burgos,Villalba de Duero,9438,2024,Total,33.0
Burgos,Villalbilla de Burgos,9439,2021,Total,69.0
Burgos,Villalbilla de Burgos,9439,2022,Total,78.0
Burgos,Villalbilla de Burgos,9439,2023,Total,82.0
Burgos,Villalbilla de Burgos,9439,2024,Total,74.0
Burgos,Villalbilla de Gumiel,9440,2021,Total,3.0
Burgos,Villalbilla de Gumiel,9440,2022,Total,7.0
Burgos,Villalbilla de Gumiel,9440,2023,Total,0.0
Burgos,Villalbilla de Gumiel,9440,2024,Total,4.0
Burgos,Villaldemiro,9441,2021,Total,1.0
Burgos,Villaldemiro,9441,2022,Total,2.0
Burgos,Villaldemiro,9441,2023,Total,3.0
Burgos,Villaldemiro,9441,2024,Total,4.0
Burgos,Villalmanzo,9442,2021,Total,20.0
Burgos,Villalmanzo,9442,2022,Total,16.0
Burgos,Villalmanzo,9442,2023,Total,9.0
Burgos,Villalmanzo,9442,2024,Total,17.0
Burgos,Villamayor de Treviño,9444,2021,Total,0.0
Burgos,Villamayor de Treviño,9444,2022,Total,1.0
Burgos,Villamayor de Treviño,9444,2023,Total,0.0
Burgos,Villamayor de Treviño,9444,2024,Total,3.0
Burgos,Villamayor de los Montes,9443,2021,Total,5.0
Burgos,Villamayor de los Montes,9443,2022,Total,5.0
Burgos,Villamayor de los Montes,9443,2023,Total,7.0
Burgos,Villamayor de los Montes,9443,2024,Total,5.0
Burgos,Villambistia,9445,2021,Total,2.0
Burgos,Villambistia,9445,2022,Total,2.0
Burgos,Villambistia,9445,2023,Total,2.0
Burgos,Villambistia,9445,2024,Total,3.0
Burgos,Villamedianilla,9446,2021,Total,0.0
Burgos,Villamedianilla,9446,2022,Total,0.0
Burgos,Villamedianilla,9446,2023,Total,0.0
Burgos,Villamedianilla,9446,2024,Total,0.0
Burgos,Villamiel de la Sierra,9447,2021,Total,0.0
Burgos,Villamiel de la Sierra,9447,2022,Total,0.0
Burgos,Villamiel de la Sierra,9447,2023,Total,2.0
Burgos,Villamiel de la Sierra,9447,2024,Total,2.0
Burgos,Villangómez,9448,2021,Total,9.0
Burgos,Villangómez,9448,2022,Total,13.0
Burgos,Villangómez,9448,2023,Total,14.0
Burgos,Villangómez,9448,2024,Total,10.0
Burgos,Villanueva de Argaño,9449,2021,Total,6.0
Burgos,Villanueva de Argaño,9449,2022,Total,8.0
Burgos,Villanueva de Argaño,9449,2023,Total,3.0
Burgos,Villanueva de Argaño,9449,2024,Total,3.0
Burgos,Villanueva de Carazo,9450,2021,Total,2.0
Burgos,Villanueva de Carazo,9450,2022,Total,3.0
Burgos,Villanueva de Carazo,9450,2023,Total,1.0
Burgos,Villanueva de Carazo,9450,2024,Total,0.0
Burgos,Villanueva de Gumiel,9451,2021,Total,12.0
Burgos,Villanueva de Gumiel,9451,2022,Total,10.0
Burgos,Villanueva de Gumiel,9451,2023,Total,9.0
Burgos,Villanueva de Gumiel,9451,2024,Total,7.0
Burgos,Villanueva de Teba,9454,2021,Total,1.0
Burgos,Villanueva de Teba,9454,2022,Total,1.0
Burgos,Villanueva de Teba,9454,2023,Total,0.0
Burgos,Villanueva de Teba,9454,2024,Total,2.0
Burgos,Villaquirán de la Puebla,9455,2021,Total,2.0
Burgos,Villaquirán de la Puebla,9455,2022,Total,2.0
Burgos,Villaquirán de la Puebla,9455,2023,Total,4.0
Burgos,Villaquirán de la Puebla,9455,2024,Total,2.0
Burgos,Villaquirán de los Infantes,9456,2021,Total,6.0
Burgos,Villaquirán de los Infantes,9456,2022,Total,4.0
Burgos,Villaquirán de los Infantes,9456,2023,Total,3.0
Burgos,Villaquirán de los Infantes,9456,2024,Total,11.0
Burgos,Villarcayo de Merindad de Castilla la Vieja,9903,2021,Total,133.0
Burgos,Villarcayo de Merindad de Castilla la Vieja,9903,2022,Total,218.0
Burgos,Villarcayo de Merindad de Castilla la Vieja,9903,2023,Total,198.0
Burgos,Villarcayo de Merindad de Castilla la Vieja,9903,2024,Total,215.0
Burgos,Villariezo,9458,2021,Total,51.0
Burgos,Villariezo,9458,2022,Total,28.0
Burgos,Villariezo,9458,2023,Total,30.0
Burgos,Villariezo,9458,2024,Total,26.0
Burgos,Villasandino,9460,2021,Total,5.0
Burgos,Villasandino,9460,2022,Total,6.0
Burgos,Villasandino,9460,2023,Total,9.0
Burgos,Villasandino,9460,2024,Total,6.0
Burgos,Villasur de Herreros,9463,2021,Total,11.0
Burgos,Villasur de Herreros,9463,2022,Total,7.0
Burgos,Villasur de Herreros,9463,2023,Total,11.0
Burgos,Villasur de Herreros,9463,2024,Total,16.0
Burgos,Villatuelda,9464,2021,Total,3.0
Burgos,Villatuelda,9464,2022,Total,4.0
Burgos,Villatuelda,9464,2023,Total,0.0
Burgos,Villatuelda,9464,2024,Total,0.0
Burgos,Villaverde del Monte,9466,2021,Total,4.0
Burgos,Villaverde del Monte,9466,2022,Total,5.0
Burgos,Villaverde del Monte,9466,2023,Total,8.0
Burgos,Villaverde del Monte,9466,2024,Total,7.0
Burgos,Villaverde-Mogina,9467,2021,Total,5.0
Burgos,Villaverde-Mogina,9467,2022,Total,3.0
Burgos,Villaverde-Mogina,9467,2023,Total,5.0
Burgos,Villaverde-Mogina,9467,2024,Total,3.0
Burgos,Villayerno Morquillas,9471,2021,Total,9.0
Burgos,Villayerno Morquillas,9471,2022,Total,14.0
Burgos,Villayerno Morquillas,9471,2023,Total,5.0
Burgos,Villayerno Morquillas,9471,2024,Total,7.0
Burgos,Villazopeque,9472,2021,Total,2.0
Burgos,Villazopeque,9472,2022,Total,1.0
Burgos,Villazopeque,9472,2023,Total,2.0
Burgos,Villazopeque,9472,2024,Total,1.0
Burgos,Villegas,9473,2021,Total,7.0
Burgos,Villegas,9473,2022,Total,1.0
Burgos,Villegas,9473,2023,Total,5.0
Burgos,Villegas,9473,2024,Total,8.0
Burgos,Villoruebo,9476,2021,Total,4.0
Burgos,Villoruebo,9476,2022,Total,1.0
Burgos,Villoruebo,9476,2023,Total,0.0
Burgos,Villoruebo,9476,2024,Total,1.0
Burgos,Viloria de Rioja,9424,2021,Total,2.0
Burgos,Viloria de Rioja,9424,2022,Total,1.0
Burgos,Viloria de Rioja,9424,2023,Total,2.0
Burgos,Viloria de Rioja,9424,2024,Total,1.0
Burgos,Vilviestre del Pinar,9425,2021,Total,18.0
Burgos,Vilviestre del Pinar,9425,2022,Total,12.0
Burgos,Vilviestre del Pinar,9425,2023,Total,22.0
Burgos,Vilviestre del Pinar,9425,2024,Total,16.0
Burgos,Vizcaínos,9478,2021,Total,3.0
Burgos,Vizcaínos,9478,2022,Total,0.0
Burgos,Vizcaínos,9478,2023,Total,3.0
Burgos,Vizcaínos,9478,2024,Total,2.0
Burgos,Zael,9480,2021,Total,7.0
Burgos,Zael,9480,2022,Total,6.0
Burgos,Zael,9480,2023,Total,1.0
Burgos,Zael,9480,2024,Total,8.0
Burgos,Zarzosa de Río Pisuerga,9482,2021,Total,2.0
Burgos,Zarzosa de Río Pisuerga,9482,2022,Total,0.0
Burgos,Zarzosa de Río Pisuerga,9482,2023,Total,0.0
Burgos,Zarzosa de Río Pisuerga,9482,2024,Total,0.0
Burgos,Zazuar,9483,2021,Total,1.0
Burgos,Zazuar,9483,2022,Total,16.0
Burgos,Zazuar,9483,2023,Total,10.0
Burgos,Zazuar,9483,2024,Total,2.0
Burgos,Zuñeda,9485,2021,Total,4.0
Burgos,Zuñeda,9485,2022,Total,3.0
Burgos,Zuñeda,9485,2023,Total,2.0
Burgos,Zuñeda,9485,2024,Total,3.0
Burgos,Úrbel del Castillo,9398,2021,Total,1.0
Burgos,Úrbel del Castillo,9398,2022,Total,2.0
Burgos,Úrbel del Castillo,9398,2023,Total,2.0
Burgos,Úrbel del Castillo,9398,2024,Total,2.0
Cantabria,Alfoz de Lloredo,39001,2021,Total,134.0
Cantabria,Alfoz de Lloredo,39001,2022,Total,122.0
Cantabria,Alfoz de Lloredo,39001,2023,Total,145.0
Cantabria,Alfoz de Lloredo,39001,2024,Total,115.0
Cantabria,Ampuero,39002,2021,Total,198.0
Cantabria,Ampuero,39002,2022,Total,216.0
Cantabria,Ampuero,39002,2023,Total,206.0
Cantabria,Ampuero,39002,2024,Total,215.0
Cantabria,Anievas,39003,2021,Total,9.0
Cantabria,Anievas,39003,2022,Total,16.0
Cantabria,Anievas,39003,2023,Total,8.0
Cantabria,Anievas,39003,2024,Total,11.0
Cantabria,Arenas de Iguña,39004,2021,Total,86.0
Cantabria,Arenas de Iguña,39004,2022,Total,80.0
Cantabria,Arenas de Iguña,39004,2023,Total,81.0
Cantabria,Arenas de Iguña,39004,2024,Total,70.0
Cantabria,Argoños,39005,2021,Total,135.0
Cantabria,Argoños,39005,2022,Total,125.0
Cantabria,Argoños,39005,2023,Total,100.0
Cantabria,Argoños,39005,2024,Total,118.0
Cantabria,Arnuero,39006,2021,Total,136.0
Cantabria,Arnuero,39006,2022,Total,149.0
Cantabria,Arnuero,39006,2023,Total,114.0
Cantabria,Arnuero,39006,2024,Total,132.0
Cantabria,Arredondo,39007,2021,Total,31.0
Cantabria,Arredondo,39007,2022,Total,39.0
Cantabria,Arredondo,39007,2023,Total,23.0
Cantabria,Arredondo,39007,2024,Total,41.0
Cantabria,"Astillero, El",39008,2021,Total,813.0
Cantabria,"Astillero, El",39008,2022,Total,856.0
Cantabria,"Astillero, El",39008,2023,Total,862.0
Cantabria,"Astillero, El",39008,2024,Total,839.0
Cantabria,Bareyo,39011,2021,Total,144.0
Cantabria,Bareyo,39011,2022,Total,95.0
Cantabria,Bareyo,39011,2023,Total,121.0
Cantabria,Bareyo,39011,2024,Total,116.0
Cantabria,Bárcena de Cicero,39009,2021,Total,363.0
Cantabria,Bárcena de Cicero,39009,2022,Total,367.0
Cantabria,Bárcena de Cicero,39009,2023,Total,356.0
Cantabria,Bárcena de Cicero,39009,2024,Total,373.0
Cantabria,Bárcena de Pie de Concha,39010,2021,Total,25.0
Cantabria,Bárcena de Pie de Concha,39010,2022,Total,36.0
Cantabria,Bárcena de Pie de Concha,39010,2023,Total,25.0
Cantabria,Bárcena de Pie de Concha,39010,2024,Total,26.0
Cantabria,Cabezón de Liébana,39013,2021,Total,21.0
Cantabria,Cabezón de Liébana,39013,2022,Total,24.0
Cantabria,Cabezón de Liébana,39013,2023,Total,16.0
Cantabria,Cabezón de Liébana,39013,2024,Total,21.0
Cantabria,Cabezón de la Sal,39012,2021,Total,253.0
Cantabria,Cabezón de la Sal,39012,2022,Total,276.0
Cantabria,Cabezón de la Sal,39012,2023,Total,293.0
Cantabria,Cabezón de la Sal,39012,2024,Total,325.0
Cantabria,Cabuérniga,39014,2021,Total,44.0
Cantabria,Cabuérniga,39014,2022,Total,55.0
Cantabria,Cabuérniga,39014,2023,Total,55.0
Cantabria,Cabuérniga,39014,2024,Total,49.0
Cantabria,Camaleño,39015,2021,Total,56.0
Cantabria,Camaleño,39015,2022,Total,45.0
Cantabria,Camaleño,39015,2023,Total,50.0
Cantabria,Camaleño,39015,2024,Total,48.0
Cantabria,Camargo,39016,2021,Total,1228.0
Cantabria,Camargo,39016,2022,Total,1209.0
Cantabria,Camargo,39016,2023,Total,1189.0
Cantabria,Camargo,39016,2024,Total,1287.0
Cantabria,Campoo de Enmedio,39027,2021,Total,151.0
Cantabria,Campoo de Enmedio,39027,2022,Total,184.0
Cantabria,Campoo de Enmedio,39027,2023,Total,107.0
Cantabria,Campoo de Enmedio,39027,2024,Total,108.0
Cantabria,Campoo de Yuso,39017,2021,Total,24.0
Cantabria,Campoo de Yuso,39017,2022,Total,34.0
Cantabria,Campoo de Yuso,39017,2023,Total,32.0
Cantabria,Campoo de Yuso,39017,2024,Total,30.0
Cantabria,Cartes,39018,2021,Total,258.0
Cantabria,Cartes,39018,2022,Total,298.0
Cantabria,Cartes,39018,2023,Total,260.0
Cantabria,Cartes,39018,2024,Total,241.0
Cantabria,Castañeda,39019,2021,Total,190.0
Cantabria,Castañeda,39019,2022,Total,254.0
Cantabria,Castañeda,39019,2023,Total,244.0
Cantabria,Castañeda,39019,2024,Total,209.0
Cantabria,Castro-Urdiales,39020,2021,Total,1810.0
Cantabria,Castro-Urdiales,39020,2022,Total,1397.0
Cantabria,Castro-Urdiales,39020,2023,Total,1425.0
Cantabria,Castro-Urdiales,39020,2024,Total,1401.0
Cantabria,Cieza,39021,2021,Total,18.0
Cantabria,Cieza,39021,2022,Total,26.0
Cantabria,Cieza,39021,2023,Total,21.0
Cantabria,Cieza,39021,2024,Total,9.0
Cantabria,Cillorigo de Liébana,39022,2021,Total,78.0
Cantabria,Cillorigo de Liébana,39022,2022,Total,108.0
Cantabria,Cillorigo de Liébana,39022,2023,Total,88.0
Cantabria,Cillorigo de Liébana,39022,2024,Total,105.0
Cantabria,Colindres,39023,2021,Total,391.0
Cantabria,Colindres,39023,2022,Total,392.0
Cantabria,Colindres,39023,2023,Total,343.0
Cantabria,Colindres,39023,2024,Total,331.0
Cantabria,Comillas,39024,2021,Total,101.0
Cantabria,Comillas,39024,2022,Total,81.0
Cantabria,Comillas,39024,2023,Total,85.0
Cantabria,Comillas,39024,2024,Total,68.0
Cantabria,"Corrales de Buelna, Los",39025,2021,Total,339.0
Cantabria,"Corrales de Buelna, Los",39025,2022,Total,378.0
Cantabria,"Corrales de Buelna, Los",39025,2023,Total,384.0
Cantabria,"Corrales de Buelna, Los",39025,2024,Total,426.0
Cantabria,Corvera de Toranzo,39026,2021,Total,159.0
Cantabria,Corvera de Toranzo,39026,2022,Total,113.0
Cantabria,Corvera de Toranzo,39026,2023,Total,124.0
Cantabria,Corvera de Toranzo,39026,2024,Total,118.0
Cantabria,Entrambasaguas,39028,2021,Total,346.0
Cantabria,Entrambasaguas,39028,2022,Total,375.0
Cantabria,Entrambasaguas,39028,2023,Total,349.0
Cantabria,Entrambasaguas,39028,2024,Total,347.0
Cantabria,Escalante,39029,2021,Total,32.0
Cantabria,Escalante,39029,2022,Total,37.0
Cantabria,Escalante,39029,2023,Total,17.0
Cantabria,Escalante,39029,2024,Total,21.0
Cantabria,Guriezo,39030,2021,Total,159.0
Cantabria,Guriezo,39030,2022,Total,149.0
Cantabria,Guriezo,39030,2023,Total,130.0
Cantabria,Guriezo,39030,2024,Total,165.0
Cantabria,Hazas de Cesto,39031,2021,Total,108.0
Cantabria,Hazas de Cesto,39031,2022,Total,159.0
Cantabria,Hazas de Cesto,39031,2023,Total,136.0
Cantabria,Hazas de Cesto,39031,2024,Total,185.0
Cantabria,Hermandad de Campoo de Suso,39032,2021,Total,66.0
Cantabria,Hermandad de Campoo de Suso,39032,2022,Total,52.0
Cantabria,Hermandad de Campoo de Suso,39032,2023,Total,91.0
Cantabria,Hermandad de Campoo de Suso,39032,2024,Total,48.0
Cantabria,Herrerías,39033,2021,Total,34.0
Cantabria,Herrerías,39033,2022,Total,37.0
Cantabria,Herrerías,39033,2023,Total,28.0
Cantabria,Herrerías,39033,2024,Total,22.0
Cantabria,Lamasón,39034,2021,Total,5.0
Cantabria,Lamasón,39034,2022,Total,8.0
Cantabria,Lamasón,39034,2023,Total,4.0
Cantabria,Lamasón,39034,2024,Total,9.0
Cantabria,Laredo,39035,2021,Total,478.0
Cantabria,Laredo,39035,2022,Total,449.0
Cantabria,Laredo,39035,2023,Total,381.0
Cantabria,Laredo,39035,2024,Total,374.0
Cantabria,Liendo,39036,2021,Total,81.0
Cantabria,Liendo,39036,2022,Total,61.0
Cantabria,Liendo,39036,2023,Total,51.0
Cantabria,Liendo,39036,2024,Total,45.0
Cantabria,Limpias,39038,2021,Total,196.0
Cantabria,Limpias,39038,2022,Total,151.0
Cantabria,Limpias,39038,2023,Total,170.0
Cantabria,Limpias,39038,2024,Total,160.0
Cantabria,Liérganes,39037,2021,Total,108.0
Cantabria,Liérganes,39037,2022,Total,104.0
Cantabria,Liérganes,39037,2023,Total,97.0
Cantabria,Liérganes,39037,2024,Total,93.0
Cantabria,Luena,39039,2021,Total,47.0
Cantabria,Luena,39039,2022,Total,42.0
Cantabria,Luena,39039,2023,Total,23.0
Cantabria,Luena,39039,2024,Total,30.0
Cantabria,Marina de Cudeyo,39040,2021,Total,229.0
Cantabria,Marina de Cudeyo,39040,2022,Total,247.0
Cantabria,Marina de Cudeyo,39040,2023,Total,250.0
Cantabria,Marina de Cudeyo,39040,2024,Total,287.0
Cantabria,Mazcuerras,39041,2021,Total,94.0
Cantabria,Mazcuerras,39041,2022,Total,89.0
Cantabria,Mazcuerras,39041,2023,Total,65.0
Cantabria,Mazcuerras,39041,2024,Total,52.0
Cantabria,Medio Cudeyo,39042,2021,Total,396.0
Cantabria,Medio Cudeyo,39042,2022,Total,434.0
Cantabria,Medio Cudeyo,39042,2023,Total,391.0
Cantabria,Medio Cudeyo,39042,2024,Total,434.0
Cantabria,Meruelo,39043,2021,Total,182.0
Cantabria,Meruelo,39043,2022,Total,166.0
Cantabria,Meruelo,39043,2023,Total,203.0
Cantabria,Meruelo,39043,2024,Total,187.0
Cantabria,Miengo,39044,2021,Total,393.0
Cantabria,Miengo,39044,2022,Total,347.0
Cantabria,Miengo,39044,2023,Total,374.0
Cantabria,Miengo,39044,2024,Total,358.0
Cantabria,Miera,39045,2021,Total,16.0
Cantabria,Miera,39045,2022,Total,18.0
Cantabria,Miera,39045,2023,Total,14.0
Cantabria,Miera,39045,2024,Total,14.0
Cantabria,Molledo,39046,2021,Total,59.0
Cantabria,Molledo,39046,2022,Total,55.0
Cantabria,Molledo,39046,2023,Total,68.0
Cantabria,Molledo,39046,2024,Total,72.0
Cantabria,Noja,39047,2021,Total,190.0
Cantabria,Noja,39047,2022,Total,167.0
Cantabria,Noja,39047,2023,Total,118.0
Cantabria,Noja,39047,2024,Total,118.0
Cantabria,Penagos,39048,2021,Total,128.0
Cantabria,Penagos,39048,2022,Total,114.0
Cantabria,Penagos,39048,2023,Total,127.0
Cantabria,Penagos,39048,2024,Total,138.0
Cantabria,Pesaguero,39050,2021,Total,10.0
Cantabria,Pesaguero,39050,2022,Total,11.0
Cantabria,Pesaguero,39050,2023,Total,5.0
Cantabria,Pesaguero,39050,2024,Total,14.0
Cantabria,Pesquera,39051,2021,Total,3.0
Cantabria,Pesquera,39051,2022,Total,2.0
Cantabria,Pesquera,39051,2023,Total,1.0
Cantabria,Pesquera,39051,2024,Total,8.0
Cantabria,Peñarrubia,39049,2021,Total,24.0
Cantabria,Peñarrubia,39049,2022,Total,16.0
Cantabria,Peñarrubia,39049,2023,Total,13.0
Cantabria,Peñarrubia,39049,2024,Total,13.0
Cantabria,Piélagos,39052,2021,Total,1384.0
Cantabria,Piélagos,39052,2022,Total,1422.0
Cantabria,Piélagos,39052,2023,Total,1278.0
Cantabria,Piélagos,39052,2024,Total,1404.0
Cantabria,Polaciones,39053,2021,Total,4.0
Cantabria,Polaciones,39053,2022,Total,12.0
Cantabria,Polaciones,39053,2023,Total,3.0
Cantabria,Polaciones,39053,2024,Total,20.0
Cantabria,Polanco,39054,2021,Total,378.0
Cantabria,Polanco,39054,2022,Total,369.0
Cantabria,Polanco,39054,2023,Total,302.0
Cantabria,Polanco,39054,2024,Total,376.0
Cantabria,Potes,39055,2021,Total,82.0
Cantabria,Potes,39055,2022,Total,80.0
Cantabria,Potes,39055,2023,Total,100.0
Cantabria,Potes,39055,2024,Total,80.0
Cantabria,Puente Viesgo,39056,2021,Total,116.0
Cantabria,Puente Viesgo,39056,2022,Total,114.0
Cantabria,Puente Viesgo,39056,2023,Total,136.0
Cantabria,Puente Viesgo,39056,2024,Total,133.0
Cantabria,Ramales de la Victoria,39057,2021,Total,222.0
Cantabria,Ramales de la Victoria,39057,2022,Total,229.0
Cantabria,Ramales de la Victoria,39057,2023,Total,208.0
Cantabria,Ramales de la Victoria,39057,2024,Total,210.0
Cantabria,Rasines,39058,2021,Total,82.0
Cantabria,Rasines,39058,2022,Total,50.0
Cantabria,Rasines,39058,2023,Total,65.0
Cantabria,Rasines,39058,2024,Total,64.0
Cantabria,Reinosa,39059,2021,Total,279.0
Cantabria,Reinosa,39059,2022,Total,267.0
Cantabria,Reinosa,39059,2023,Total,293.0
Cantabria,Reinosa,39059,2024,Total,351.0
Cantabria,Reocín,39060,2021,Total,398.0
Cantabria,Reocín,39060,2022,Total,338.0
Cantabria,Reocín,39060,2023,Total,297.0
Cantabria,Reocín,39060,2024,Total,293.0
Cantabria,Ribamontán al Mar,39061,2021,Total,302.0
Cantabria,Ribamontán al Mar,39061,2022,Total,217.0
Cantabria,Ribamontán al Mar,39061,2023,Total,223.0
Cantabria,Ribamontán al Mar,39061,2024,Total,179.0
Cantabria,Ribamontán al Monte,39062,2021,Total,146.0
Cantabria,Ribamontán al Monte,39062,2022,Total,173.0
Cantabria,Ribamontán al Monte,39062,2023,Total,170.0
Cantabria,Ribamontán al Monte,39062,2024,Total,98.0
Cantabria,Rionansa,39063,2021,Total,38.0
Cantabria,Rionansa,39063,2022,Total,66.0
Cantabria,Rionansa,39063,2023,Total,31.0
Cantabria,Rionansa,39063,2024,Total,59.0
Cantabria,Riotuerto,39064,2021,Total,80.0
Cantabria,Riotuerto,39064,2022,Total,79.0
Cantabria,Riotuerto,39064,2023,Total,72.0
Cantabria,Riotuerto,39064,2024,Total,89.0
Cantabria,"Rozas de Valdearroyo, Las",39065,2021,Total,20.0
